week_start,signal_date,direction,mon_high,mon_low,signal_close,weekly_close,weekly_close_date,win,ticker,category
2022-07-11,2022-07-13,short,134.67597288848796,132.74082192271564,132.6274871826172,135.16146850585938,2022-07-15,False,ABBV,XLV holding
2022-07-18,2022-07-20,short,135.90933901788054,130.99981383768937,129.94398498535156,130.63027954101562,2022-07-22,True,ABBV,XLV holding
2022-07-25,2022-07-27,long,132.80347078302486,130.66544585575946,132.9882354736328,126.2662582397461,2022-07-29,False,ABBV,XLV holding
2022-08-01,2022-08-04,short,125.67672745126312,122.43010575557149,122.22776794433594,121.45349884033203,2022-08-05,True,ABBV,XLV holding
2022-08-08,2022-08-10,long,123.88189126089438,121.21596817025697,124.00506591796875,125.46559143066406,2022-08-12,True,ABBV,XLV holding
2022-08-22,2022-08-23,short,125.51839970096924,123.142826397722,122.31575012207031,119.9665756225586,2022-08-26,True,ABBV,XLV holding
2022-08-29,2022-08-31,short,120.29209392742463,118.56759634391238,118.30367279052734,119.90499114990234,2022-09-02,False,ABBV,XLV holding
2022-09-06,2022-09-08,long,122.60608792574091,119.86977654015962,123.63555145263672,124.42738342285156,2022-09-09,True,ABBV,XLV holding
2022-09-12,2022-09-13,short,125.70316433281376,123.45957543702566,121.8846206665039,126.75016021728516,2022-09-16,False,ABBV,XLV holding
2022-09-19,2022-09-21,short,126.57421867865011,124.43619313717778,123.45074462890625,125.87028503417969,2022-09-23,False,ABBV,XLV holding
2022-09-26,2022-09-28,long,125.64156165540543,123.27478224103359,127.22530364990234,118.08372497558594,2022-09-30,False,ABBV,XLV holding
2022-10-03,2022-10-04,long,122.12220336151992,119.05154665259988,124.92888641357422,122.08698272705078,2022-10-07,False,ABBV,XLV holding
2022-10-10,2022-10-11,long,122.81724530576805,120.4240719701484,124.50653839111328,127.04444885253906,2022-10-14,True,ABBV,XLV holding
2022-10-17,2022-10-21,long,128.8131466379554,126.29786689091092,130.706298828125,130.706298828125,2022-10-21,True,ABBV,XLV holding
2022-10-24,2022-10-26,long,134.67918013624725,132.1638872605068,135.55020141601562,131.19508361816406,2022-10-28,False,ABBV,XLV holding
2022-10-31,2022-11-01,long,130.4574366599119,128.05769089218714,130.5729522705078,129.12423706054688,2022-11-04,False,ABBV,XLV holding
2022-11-07,2022-11-10,long,132.25278468521728,128.60871739156462,133.07046508789062,133.4615478515625,2022-11-11,True,ABBV,XLV holding
2022-11-14,2022-11-18,long,137.35447701432767,134.19036659581892,137.7455291748047,137.7455291748047,2022-11-18,True,ABBV,XLV holding
2022-11-21,2022-11-22,long,140.98964493226052,137.25669270662107,142.02066040039062,141.86952209472656,2022-11-25,True,ABBV,XLV holding
2022-11-28,2022-11-30,long,142.8561068948074,140.27860518957044,143.25607299804688,145.46029663085938,2022-12-02,True,ABBV,XLV holding
2022-12-05,2022-12-07,long,146.82011596674485,144.77588381109288,147.0067901611328,144.92703247070312,2022-12-09,False,ABBV,XLV holding
2022-12-12,2022-12-16,short,147.08680836642148,144.6515032149414,142.6339111328125,142.6339111328125,2022-12-16,True,ABBV,XLV holding
2022-12-19,2022-12-22,long,144.18928566316922,142.26060111585466,145.1136474609375,144.96255493164062,2022-12-23,True,ABBV,XLV holding
2022-12-27,2022-12-30,short,145.5936125059371,143.7893584306951,143.6382598876953,143.6382598876953,2022-12-30,True,ABBV,XLV holding
2023-01-03,2023-01-04,long,144.89144515052175,142.92720114259376,145.4869384765625,148.02890014648438,2023-01-06,True,ABBV,XLV holding
2023-01-09,2023-01-10,short,147.78895601846062,142.98946439994825,141.88734436035156,137.81678771972656,2023-01-13,True,ABBV,XLV holding
2023-01-17,2023-01-18,short,139.162633953741,136.90157387424435,133.8688507080078,134.21881103515625,2023-01-20,True,ABBV,XLV holding
2023-01-23,2023-01-24,short,134.97251632606796,132.83708320750947,132.5140380859375,131.24893188476562,2023-01-27,True,ABBV,XLV holding
2023-01-30,2023-01-31,long,132.0025898708912,130.33371476297486,132.56790161132812,130.27992248535156,2023-02-03,False,ABBV,XLV holding
2023-02-06,2023-02-08,short,131.29379637063568,129.92998082403716,129.7505340576172,136.42604064941406,2023-02-10,False,ABBV,XLV holding
2023-02-13,2023-02-15,short,137.97827561339403,135.71721535320006,135.53778076171875,135.76205444335938,2023-02-17,False,ABBV,XLV holding
2023-02-27,2023-03-01,long,138.84858589161354,137.3681379481134,139.315185546875,140.02398681640625,2023-03-03,True,ABBV,XLV holding
2023-03-06,2023-03-07,short,140.3828674694966,138.66014614136694,137.215576171875,134.32650756835938,2023-03-10,True,ABBV,XLV holding
2023-03-13,2023-03-14,long,137.5655380278681,133.68943508336602,138.04107666015625,138.37307739257812,2023-03-17,True,ABBV,XLV holding
2023-03-20,2023-03-21,long,140.27521472761742,138.58840422248204,140.66104125976562,141.78260803222656,2023-03-24,True,ABBV,XLV holding
2023-03-27,2023-03-31,long,142.7874949274669,141.20834947264072,142.99386596679688,142.99386596679688,2023-03-31,True,ABBV,XLV holding
2023-04-03,2023-04-05,long,143.9808238247966,141.5762014820466,144.27694702148438,144.94985961914062,2023-04-06,True,ABBV,XLV holding
2023-04-10,2023-04-12,long,145.4074761242505,143.74758161828274,145.67662048339844,146.3195343017578,2023-04-14,True,ABBV,XLV holding
2023-04-17,2023-04-18,short,146.8718698852901,145.46834429452068,144.508544921875,147.0620574951172,2023-04-21,False,ABBV,XLV holding
2023-04-24,2023-04-25,long,148.82774197943803,146.9895810313859,149.3167266845703,136.8389434814453,2023-04-28,False,ABBV,XLV holding
2023-05-01,2023-05-03,short,140.0897181130739,136.56732851765653,135.1456756591797,134.0409698486328,2023-05-05,True,ABBV,XLV holding
2023-05-08,2023-05-10,short,134.19490159781563,132.87288126257712,132.58309936523438,133.24412536621094,2023-05-12,False,ABBV,XLV holding
2023-05-15,2023-05-16,short,134.828744982543,131.89493816613594,129.74887084960938,131.39691162109375,2023-05-19,True,ABBV,XLV holding
2023-05-22,2023-05-23,short,132.80042770836334,130.192587324554,129.05166625976562,124.5604019165039,2023-05-26,True,ABBV,XLV holding
2023-05-30,2023-05-31,long,123.90843570450356,122.46869612341322,124.92259216308594,123.93560791015625,2023-06-02,True,ABBV,XLV holding
2023-06-05,2023-06-06,short,125.23952216184148,123.41041093117492,122.6316909790039,125.12178039550781,2023-06-09,False,ABBV,XLV holding
2023-06-12,2023-06-14,short,126.47097132884012,123.9718004924549,123.35607147216797,125.53834533691406,2023-06-16,False,ABBV,XLV holding
2023-06-20,2023-06-23,short,125.81903384543983,123.74544802966541,123.07534790039062,123.07534790039062,2023-06-23,True,ABBV,XLV holding
2023-06-26,2023-06-27,short,123.28362463312345,121.05610589096966,120.06913757324219,121.99783325195312,2023-06-30,False,ABBV,XLV holding
2023-07-03,2023-07-05,long,122.63167343006816,120.56713764889116,124.61471557617188,122.69506072998047,2023-07-07,True,ABBV,XLV holding
2023-07-10,2023-07-14,long,123.22929939795095,121.39113837154935,124.52218627929688,124.52218627929688,2023-07-14,True,ABBV,XLV holding
2023-07-17,2023-07-18,long,124.72363344109868,123.194687937148,125.0440673828125,131.59930419921875,2023-07-21,True,ABBV,XLV holding
2023-07-24,2023-07-25,short,132.23099959657054,130.77529914807624,129.66751098632812,138.1087646484375,2023-07-28,False,ABBV,XLV holding
2023-08-07,2023-08-10,long,138.1362386159174,135.31638274301704,138.64895629882812,139.326416015625,2023-08-11,True,ABBV,XLV holding
2023-08-14,2023-08-16,short,140.20534148828725,138.76795560253055,138.74966430664062,137.458740234375,2023-08-18,True,ABBV,XLV holding
2023-08-21,2023-08-22,short,137.6510203391063,136.30517956946775,135.71920776367188,134.30018615722656,2023-08-25,True,ABBV,XLV holding
2023-08-28,2023-08-30,long,135.56357245697416,134.37337154400078,135.79248046875,135.68260192871094,2023-09-01,True,ABBV,XLV holding
2023-09-05,2023-09-06,short,136.3784004209362,133.54023007562537,133.3113555908203,136.433349609375,2023-09-08,False,ABBV,XLV holding
2023-09-11,2023-09-13,long,136.7903878315033,135.88400116363673,138.392578125,139.27149963378906,2023-09-15,True,ABBV,XLV holding
2023-09-25,2023-09-29,short,141.67020802388438,138.8503522359205,136.46995544433594,136.46995544433594,2023-09-29,True,ABBV,XLV holding
2023-10-09,2023-10-12,long,137.10167497213743,134.7304373354329,137.13319396972656,136.8187713623047,2023-10-13,False,ABBV,XLV holding
2023-10-16,2023-10-19,short,138.24281322207327,135.857082712086,134.56251525878906,135.2190399169922,2023-10-20,True,ABBV,XLV holding
2023-10-23,2023-10-27,short,135.3947480180769,133.34191022518127,128.46873474121094,128.46873474121094,2023-10-27,True,ABBV,XLV holding
2023-11-06,2023-11-09,short,131.64972418314912,130.36438989546204,127.64574432373047,128.15432739257812,2023-11-10,True,ABBV,XLV holding
2023-11-20,2023-11-21,long,128.2467919179567,126.81350245691596,128.2837677001953,128.2283172607422,2023-11-24,False,ABBV,XLV holding
2023-11-27,2023-11-30,long,128.88485520411925,127.41456960193956,131.668212890625,132.6114044189453,2023-12-01,True,ABBV,XLV holding
2023-12-04,2023-12-06,long,134.5347644606471,132.4819269456765,135.35775756835938,138.0393829345703,2023-12-08,True,ABBV,XLV holding
2023-12-11,2023-12-12,long,141.2111030492645,139.29696510989106,141.70120239257812,142.44094848632812,2023-12-15,True,ABBV,XLV holding
2023-12-18,2023-12-20,short,142.72760929792085,140.3233809814936,140.26791381835938,143.27320861816406,2023-12-22,False,ABBV,XLV holding
2024-01-02,2024-01-03,long,148.08166367657643,143.11602227580835,148.37754821777344,149.93104553222656,2024-01-05,True,ABBV,XLV holding
2024-01-08,2024-01-10,long,150.5136005419226,147.7487392001306,152.4739532470703,151.6062469482422,2024-01-12,True,ABBV,XLV holding
2024-01-16,2024-01-18,long,151.51291244815798,150.3179873752391,152.44644165039062,153.81875610351562,2024-01-19,True,ABBV,XLV holding
2024-01-22,2024-01-23,long,154.45353185478618,152.8758536998566,156.36729431152344,153.4733123779297,2024-01-26,False,ABBV,XLV holding
2024-01-29,2024-02-01,long,155.67646889363832,152.80117610736468,156.4512939453125,157.45953369140625,2024-02-02,True,ABBV,XLV holding
2024-02-05,2024-02-06,long,161.62310248815223,157.2541463238732,161.7724609375,162.50997924804688,2024-02-09,True,ABBV,XLV holding
2024-02-12,2024-02-15,long,163.14475687292142,160.78291177844224,164.85311889648438,165.6933135986328,2024-02-16,True,ABBV,XLV holding
2024-02-20,2024-02-21,short,166.80423917784057,163.85427565068127,163.49951171875,166.25344848632812,2024-02-23,False,ABBV,XLV holding
2024-02-26,2024-02-29,short,167.84044424852135,166.16942094597155,164.34901428222656,167.01895141601562,2024-03-01,False,ABBV,XLV holding
2024-03-04,2024-03-06,long,168.01781607397118,164.56373550123288,169.02603149414062,166.96290588378906,2024-03-08,False,ABBV,XLV holding
2024-03-11,2024-03-15,short,169.2127552932361,166.39348641182033,166.05738830566406,166.05738830566406,2024-03-15,True,ABBV,XLV holding
2024-03-18,2024-03-20,short,167.92447616555643,165.76801008016088,164.55441284179688,166.58950805664062,2024-03-22,False,ABBV,XLV holding
2024-03-25,2024-03-27,long,167.28966731063264,166.29079108463333,168.3632354736328,169.99693298339844,2024-03-28,True,ABBV,XLV holding
2024-04-01,2024-04-03,short,169.8102022094865,167.3270071363753,165.54396057128906,158.7011260986328,2024-04-05,True,ABBV,XLV holding
2024-04-08,2024-04-11,short,160.5401755624434,157.20744544369586,156.38595581054688,152.9090576171875,2024-04-12,True,ABBV,XLV holding
2024-04-15,2024-04-19,long,155.18930410814562,152.1740927617729,156.80056762695312,156.80056762695312,2024-04-19,True,ABBV,XLV holding
2024-04-22,2024-04-26,short,159.79692856481645,157.2811109111556,150.40264892578125,150.40264892578125,2024-04-26,True,ABBV,XLV holding
2024-04-29,2024-04-30,long,152.2211986102133,149.40385282610498,153.24826049804688,154.3318328857422,2024-05-03,True,ABBV,XLV holding
2024-05-06,2024-05-08,short,155.12336100193434,151.70297260872414,151.1846923828125,151.46737670898438,2024-05-10,True,ABBV,XLV holding
2024-05-13,2024-05-15,long,153.18232855046136,151.51453397714195,154.3318328857422,156.8099822998047,2024-05-17,True,ABBV,XLV holding
2024-05-20,2024-05-21,short,156.8099512762005,154.91602540100368,153.52151489257812,147.99046325683594,2024-05-24,True,ABBV,XLV holding
2024-05-28,2024-05-31,long,147.32146755173466,145.0600485745049,151.92909240722656,151.92909240722656,2024-05-31,True,ABBV,XLV holding
2024-06-03,2024-06-05,long,153.7664753103056,149.65824615303686,155.88656616210938,159.63671875,2024-06-07,True,ABBV,XLV holding
2024-06-10,2024-06-12,short,160.8899313972175,158.006635366308,156.4990234375,158.8546600341797,2024-06-14,False,ABBV,XLV holding
2024-06-17,2024-06-18,long,160.56013816068946,157.69569121519504,161.4647216796875,160.55072021484375,2024-06-21,False,ABBV,XLV holding
2024-06-24,2024-06-27,short,163.39633862864773,160.84282288357133,159.2315673828125,161.61544799804688,2024-06-28,False,ABBV,XLV holding
2024-07-01,2024-07-02,short,163.8391977165643,159.7498027423704,156.37652587890625,157.59205627441406,2024-07-05,True,ABBV,XLV holding
2024-07-08,2024-07-09,long,158.03490771670596,156.05616774318963,158.34584045410156,160.4470672607422,2024-07-12,True,ABBV,XLV holding
2024-07-15,2024-07-17,long,162.00654392738207,159.2013621237886,166.66603088378906,163.86083984375,2024-07-19,True,ABBV,XLV holding
2024-07-22,2024-07-24,long,166.15253922082644,163.5565583744701,167.55987548828125,176.07052612304688,2024-07-26,True,ABBV,XLV holding
2024-07-29,2024-07-30,long,176.9929376693285,171.6678342189126,177.6110076904297,179.99778747558594,2024-08-02,True,ABBV,XLV holding
2024-08-05,2024-08-08,long,179.99776369218458,174.054575658068,181.05328369140625,180.60638427734375,2024-08-09,True,ABBV,XLV holding
2024-08-12,2024-08-13,long,181.21495458188616,178.4858325797691,181.84255981445312,184.38148498535156,2024-08-16,True,ABBV,XLV holding
2024-08-19,2024-08-23,long,187.50045303740959,183.85847999703222,187.85231018066406,187.85231018066406,2024-08-23,True,ABBV,XLV holding
2024-08-26,2024-08-27,short,188.25167712435325,186.44495370497785,186.30230712890625,186.6731719970703,2024-08-30,False,ABBV,XLV holding
2024-09-03,2024-09-05,short,190.13449498209079,186.47349935258225,183.3925323486328,183.90602111816406,2024-09-06,True,ABBV,XLV holding
2024-09-09,2024-09-10,long,186.9584462471909,184.4195178732566,189.56393432617188,184.67628479003906,2024-09-13,False,ABBV,XLV holding
2024-09-16,2024-09-17,short,186.5305419835923,184.91399760040457,183.95358276367188,183.97259521484375,2024-09-20,True,ABBV,XLV holding
2024-09-23,2024-09-25,short,184.7618398072764,182.76492274501211,181.87109375,185.22779846191406,2024-09-27,False,ABBV,XLV holding
2024-09-30,2024-10-04,short,187.91884765762896,184.82838985994948,184.75234985351562,184.75234985351562,2024-10-04,True,ABBV,XLV holding
2024-10-14,2024-10-15,short,186.70170837369156,184.15327595885006,183.8985137939453,181.0230255126953,2024-10-18,True,ABBV,XLV holding
2024-10-21,2024-10-24,long,181.52144769674578,178.17626429166165,181.7802276611328,180.05491638183594,2024-10-25,False,ABBV,XLV holding
2024-10-28,2024-10-30,long,182.2498933580214,179.73861833835844,193.1385040283203,195.1034393310547,2024-11-01,True,ABBV,XLV holding
2024-11-04,2024-11-08,short,195.76480829691212,191.91161918319844,191.22149658203125,191.22149658203125,2024-11-08,True,ABBV,XLV holding
2024-11-11,2024-11-12,short,171.16000694418466,165.5335804699426,163.9904022216797,158.14352416992188,2024-11-15,True,ABBV,XLV holding
2024-11-18,2024-11-20,long,159.82090774900158,157.961408282729,160.79856872558594,169.6072235107422,2024-11-22,True,ABBV,XLV holding
2024-11-25,2024-11-26,long,172.71279851452405,169.4155431701535,173.6233673095703,175.33908081054688,2024-11-29,True,ABBV,XLV holding
2024-12-02,2024-12-04,short,175.1186200332069,171.43796939907207,169.1375732421875,168.87876892089844,2024-12-06,True,ABBV,XLV holding
2024-12-09,2024-12-11,short,170.73829035440698,167.1439010248258,167.13427734375,166.17579650878906,2024-12-13,True,ABBV,XLV holding
2024-12-16,2024-12-17,long,166.1470287510394,163.45363567949488,168.10240173339844,168.29408264160156,2024-12-20,True,ABBV,XLV holding
2024-12-23,2024-12-24,long,171.23670879021373,167.38353380229375,172.5306854248047,170.6232452392578,2024-12-27,False,ABBV,XLV holding
2024-12-30,2024-12-31,long,169.98104508909856,168.22698153783426,170.32611083984375,173.70004272460938,2025-01-03,True,ABBV,XLV holding
2025-01-06,2025-01-08,short,174.4285029276856,171.82137163838135,171.09291076660156,167.90110778808594,2025-01-10,True,ABBV,XLV holding
2025-01-13,2025-01-15,short,170.59448002110844,167.10552722831912,165.78842163085938,165.99160766601562,2025-01-17,True,ABBV,XLV holding
2025-01-21,2025-01-22,short,169.95853035627434,165.66263900942442,163.7082061767578,164.7725067138672,2025-01-24,True,ABBV,XLV holding
2025-01-27,2025-01-31,long,171.69044610596734,166.9881880771328,177.9310760498047,177.9310760498047,2025-01-31,True,ABBV,XLV holding
2025-02-03,2025-02-05,long,185.43922053961515,176.23788085180695,185.5262908935547,184.4136199951172,2025-02-07,False,ABBV,XLV holding
2025-02-10,2025-02-11,long,185.2457060522016,182.9526201331932,185.6036834716797,186.6099395751953,2025-02-14,True,ABBV,XLV holding
2025-02-18,2025-02-19,long,190.6252456946085,184.48134432725823,190.9445343017578,195.52099609375,2025-02-21,True,ABBV,XLV holding
2025-02-24,2025-02-28,long,198.82999385326812,194.74696311471249,202.24542236328125,202.24542236328125,2025-02-28,True,ABBV,XLV holding
2025-03-03,2025-03-04,short,205.4092977834986,202.1293289464543,201.01663208007812,207.33468627929688,2025-03-07,False,ABBV,XLV holding
2025-03-24,2025-03-25,short,204.17084966125293,200.76509547412073,194.80502319335938,198.6268310546875,2025-03-28,True,ABBV,XLV holding
2025-03-31,2025-04-03,short,203.96766699986688,197.79474006819547,195.0952911376953,180.8917694091797,2025-04-04,True,ABBV,XLV holding
2025-04-07,2025-04-08,short,182.09149537038195,170.55839055321027,169.96820068359375,169.36834716796875,2025-04-11,True,ABBV,XLV holding
2025-04-14,2025-04-16,short,174.3414983530477,170.48099817717744,167.6427764892578,168.9219970703125,2025-04-17,True,ABBV,XLV holding
2025-04-21,2025-04-23,long,170.07423471390356,164.5766244368966,172.88650512695312,181.68463134765625,2025-04-25,True,ABBV,XLV holding
2025-04-28,2025-04-29,long,188.5786120022091,183.22748309683467,188.9594268798828,193.8028106689453,2025-05-02,True,ABBV,XLV holding
2025-05-05,2025-05-06,short,193.83210842261465,190.44370714887194,182.74900817871094,180.2589874267578,2025-05-09,True,ABBV,XLV holding
2025-05-12,2025-05-14,short,188.15872539511767,175.76713966475782,173.267333984375,179.69261169433594,2025-05-16,False,ABBV,XLV holding
2025-05-19,2025-05-21,short,181.43074498141257,178.21810401534051,177.5248260498047,178.95046997070312,2025-05-23,False,ABBV,XLV holding
2025-05-27,2025-05-28,short,181.6163007786446,179.57543748727065,178.7844696044922,181.73345947265625,2025-05-30,False,ABBV,XLV holding
2025-06-02,2025-06-03,long,182.5927734375,178.85283741921614,182.84664916992188,185.36599731445312,2025-06-06,True,ABBV,XLV holding
2025-06-09,2025-06-12,long,187.27988940982559,184.565264652686,187.8950653076172,186.58657836914062,2025-06-13,False,ABBV,XLV holding
2025-06-16,2025-06-17,short,187.15295543533585,184.4871429825562,181.11827087402344,180.94252014160156,2025-06-20,True,ABBV,XLV holding
2025-06-23,2025-06-26,long,181.43075669826433,178.01306219872748,182.3974609375,178.02281188964844,2025-06-27,False,ABBV,XLV holding
2025-06-30,2025-07-01,long,181.87016411789037,177.47598565598162,185.52223205566406,184.82891845703125,2025-07-03,True,ABBV,XLV holding
2025-07-07,2025-07-10,long,186.8893027377901,182.43653735334283,190.41441345214844,187.92437744140625,2025-07-11,True,ABBV,XLV holding
2025-07-14,2025-07-15,short,188.13920143505672,185.57104332468626,183.57887268066406,186.4055938720703,2025-07-18,False,ABBV,XLV holding
2025-07-21,2025-07-23,long,187.03594295971402,181.8454353439173,187.6761474609375,187.41021728515625,2025-07-25,True,ABBV,XLV holding
2025-07-28,2025-07-29,long,188.32618981180207,184.81002510617327,188.33604431152344,192.2757110595703,2025-08-01,True,ABBV,XLV holding
2025-08-04,2025-08-05,long,194.39326619029416,190.79832140301303,195.55548095703125,195.0630340576172,2025-08-08,True,ABBV,XLV holding
2025-08-11,2025-08-13,long,196.42219790327022,193.92051268918684,198.43145751953125,203.57272338867188,2025-08-15,True,ABBV,XLV holding
2025-08-18,2025-08-20,long,205.1978229365152,202.85372819692876,205.99560546875,207.4237518310547,2025-08-22,True,ABBV,XLV holding
2025-09-02,2025-09-04,long,208.96023219494523,205.8380435542657,209.7875518798828,209.35418701171875,2025-09-05,True,ABBV,XLV holding
2025-09-08,2025-09-11,long,208.8026369143424,204.478847062404,216.89865112304688,215.04701232910156,2025-09-12,True,ABBV,XLV holding
2025-09-15,2025-09-17,long,216.28802592326775,211.07780063411622,217.47976684570312,219.11473083496094,2025-09-19,True,ABBV,XLV holding
2025-09-22,2025-09-24,short,221.76415681639222,218.0904015852444,216.67213439941406,217.2827911376953,2025-09-26,True,ABBV,XLV holding
2025-09-29,2025-09-30,long,219.8731067693988,216.47512753769007,228.0479278564453,230.3822021484375,2025-10-03,True,ABBV,XLV holding
2025-10-13,2025-10-14,short,230.28368657955656,225.76291634255577,225.67428588867188,227.73768615722656,2025-10-17,False,ABBV,XLV holding
2025-10-20,2025-10-22,short,230.40619484783386,228.16423864783167,226.85476684570312,226.1702880859375,2025-10-24,True,ABBV,XLV holding
2025-10-27,2025-10-29,short,226.77541870724903,225.30722053509365,223.34303283691406,216.29969787597656,2025-10-31,True,ABBV,XLV holding
2025-11-03,2025-11-06,long,217.2520373787048,210.00038503697948,217.29171752929688,217.4107666015625,2025-11-07,True,ABBV,XLV holding
2025-11-10,2025-11-11,long,218.10518593686632,214.42479067666122,223.37278747558594,230.5054168701172,2025-11-14,True,ABBV,XLV holding
2025-11-17,2025-11-21,long,233.47155522096617,227.40039183285376,234.3941192626953,234.3941192626953,2025-11-21,True,ABBV,XLV holding
2025-11-24,2025-11-26,short,235.72341650371897,226.65636858164788,225.84292602539062,225.88259887695312,2025-11-28,True,ABBV,XLV holding
2025-12-01,2025-12-03,long,227.65832393700617,222.19229248425043,228.40232849121094,224.27552795410156,2025-12-05,False,ABBV,XLV holding
2025-12-15,2025-12-18,short,226.4778195318889,221.7756465388487,221.04156494140625,225.00962829589844,2025-12-19,False,ABBV,XLV holding
2025-12-22,2025-12-23,long,226.82501108464066,222.4601359874025,226.96389770507812,228.14439392089844,2025-12-26,True,ABBV,XLV holding
2025-12-29,2025-12-30,short,230.1681330179413,227.90633208418348,227.9063262939453,227.47975158691406,2026-01-02,True,ABBV,XLV holding
2026-01-05,2026-01-07,long,225.4262858972515,216.12114766755664,231.55694580078125,218.32342529296875,2026-01-09,False,ABBV,XLV holding
2026-01-12,2026-01-15,short,220.71419454042294,216.64691276413626,215.02000427246094,214.35000610351562,2026-01-16,True,ABBV,XLV holding
2026-01-20,2026-01-21,long,214.0399932861328,209.9600067138672,216.14999389648438,219.25999450683594,2026-01-23,True,ABBV,XLV holding
2026-01-26,2026-01-27,long,221.47999572753906,218.5,223.92999267578125,223.00999450683594,2026-01-30,True,ABBV,XLV holding
2026-02-02,2026-02-04,short,229.7899932861328,224.4199981689453,217.11000061035156,223.42999267578125,2026-02-06,True,ABBV,XLV holding
2026-02-09,2026-02-12,long,223.9600067138672,220.1199951171875,227.5,231.5,2026-02-13,True,ABBV,XLV holding
2026-02-17,2026-02-18,short,235.25,231.19000244140625,228.72000122070312,224.80999755859375,2026-02-20,True,ABBV,XLV holding
2026-02-23,2026-02-26,short,231.42999267578125,225.7899932861328,224.69000244140625,232.0800018310547,2026-02-27,False,ABBV,XLV holding
2021-03-04,2021-03-05,long,65.1352072852207,63.52600393757152,65.78557586669922,65.78557586669922,2021-03-05,True,AEP,XLU holding
2021-03-08,2021-03-10,long,67.50315423070715,65.6188005438387,67.70326232910156,67.56986236572266,2021-03-12,True,AEP,XLU holding
2021-03-15,2021-03-16,long,68.64544388416121,67.57820129431742,69.62096405029297,69.76270294189453,2021-03-19,True,AEP,XLU holding
2021-03-22,2021-03-23,long,70.32969575693494,69.32081764174161,70.57148742675781,70.86331176757812,2021-03-26,True,AEP,XLU holding
2021-04-05,2021-04-06,long,72.30576254657477,70.99672168478735,72.3474349975586,71.61370849609375,2021-04-09,False,AEP,XLU holding
2021-04-12,2021-04-13,long,72.30574692418897,71.48030257472419,72.30574798583984,73.83158874511719,2021-04-16,True,AEP,XLU holding
2021-04-19,2021-04-20,long,74.20678593537279,73.43136645710301,75.15729522705078,73.12285614013672,2021-04-23,False,AEP,XLU holding
2021-04-26,2021-04-28,short,73.41468109050089,72.57255749978962,72.31409454345703,73.9649887084961,2021-04-30,False,AEP,XLU holding
2021-05-03,2021-05-04,short,74.62365921005484,73.75652318884302,73.68982696533203,73.31328582763672,2021-05-07,True,AEP,XLU holding
2021-05-10,2021-05-11,short,74.25503881791698,73.41419360366308,72.65744018554688,72.95172882080078,2021-05-14,True,AEP,XLU holding
2021-05-24,2021-05-25,short,73.25442905126678,72.68265411393996,72.25382995605469,72.31267547607422,2021-05-28,True,AEP,XLU holding
2021-06-07,2021-06-08,short,72.56494625886116,71.89226750561808,69.76492309570312,71.27003479003906,2021-06-11,True,AEP,XLU holding
2021-06-14,2021-06-15,long,71.63160894695704,71.18596199058948,71.67365264892578,69.24360656738281,2021-06-18,False,AEP,XLU holding
2021-06-21,2021-06-25,long,70.1769460564505,69.05021646441187,71.2784423828125,71.2784423828125,2021-06-25,True,AEP,XLU holding
2021-06-28,2021-06-29,short,71.92589674423733,71.12708998218073,70.5721435546875,71.64000701904297,2021-07-02,False,AEP,XLU holding
2021-07-06,2021-07-07,long,71.79137047947712,70.64782034114357,71.99317169189453,71.79976654052734,2021-07-09,True,AEP,XLU holding
2021-07-12,2021-07-14,long,71.8670380130394,71.2868527904186,72.46403503417969,73.5655517578125,2021-07-16,True,AEP,XLU holding
2021-07-19,2021-07-21,short,74.04483741008185,71.47185276344295,71.23641967773438,72.2958755493164,2021-07-23,False,AEP,XLU holding
2021-07-26,2021-07-27,long,73.84302145871516,71.8081777176486,75.16316223144531,74.09526062011719,2021-07-30,True,AEP,XLU holding
2021-08-02,2021-08-03,long,74.73431533384925,73.70848962980283,74.91088104248047,75.12109375,2021-08-06,True,AEP,XLU holding
2021-08-09,2021-08-11,long,75.44329927236049,74.7310867717647,75.60438537597656,76.04529571533203,2021-08-13,True,AEP,XLU holding
2021-08-23,2021-08-24,short,77.46122857399406,76.14703045796432,75.65525817871094,75.70613098144531,2021-08-27,True,AEP,XLU holding
2021-08-30,2021-09-01,long,76.27420340735527,75.46873140642127,76.7320556640625,76.6557388305664,2021-09-03,True,AEP,XLU holding
2021-09-07,2021-09-08,long,76.53704384366515,75.1804562961125,76.88465881347656,75.31611633300781,2021-09-10,False,AEP,XLU holding
2021-09-13,2021-09-15,short,76.11311121139788,74.41737512901769,74.04431915283203,71.30569458007812,2021-09-17,True,AEP,XLU holding
2021-09-20,2021-09-24,short,71.46679072372713,69.74561980957773,69.56757354736328,69.56757354736328,2021-09-24,True,AEP,XLU holding
2021-09-27,2021-09-30,short,70.23738501645242,68.90623245831736,68.8299331665039,68.99947357177734,2021-10-01,False,AEP,XLU holding
2021-10-04,2021-10-06,long,70.66131605259498,68.93167102414824,71.69571685791016,70.86482238769531,2021-10-08,True,AEP,XLU holding
2021-10-11,2021-10-14,long,70.8648143956179,69.71171331020153,71.26331329345703,70.78850555419922,2021-10-15,False,AEP,XLU holding
2021-10-18,2021-10-19,long,70.63588814633815,69.8134550682528,71.05133819580078,72.56055450439453,2021-10-22,True,AEP,XLU holding
