date,time,direction,entry_price,orb_high,orb_low,signal_volume,vol_ratio,monthly_close,monthly_close_date,win,ticker,category
2025-12-08,12:00:00,short,53.314998626708984,53.709999084472656,53.45000076293945,1684200.0,0.7,55.61000061035156,2026-01-07,False,XLF,Sector ETF
2025-12-09,10:00:00,long,53.775001525878906,53.71500015258789,53.439998626708984,2959242.0,1.24,55.900001525878906,2026-01-08,True,XLF,Sector ETF
2025-12-10,10:00:00,long,53.54999923706055,53.310001373291016,53.209999084472656,2321078.0,0.74,55.72999954223633,2026-01-09,True,XLF,Sector ETF
2025-12-11,10:00:00,long,54.52000045776367,54.18000030517578,53.93000030517578,3193241.0,0.93,55.290000915527344,2026-01-12,True,XLF,Sector ETF
2025-12-12,11:00:00,short,54.814998626708984,55.20000076293945,55.0099983215332,5878889.0,1.15,54.22999954223633,2026-01-13,True,XLF,Sector ETF
2025-12-15,11:30:00,short,54.95000076293945,55.224998474121094,55.119998931884766,1592231.0,0.33,54.150001525878906,2026-01-14,True,XLF,Sector ETF
2025-12-16,10:30:00,short,54.810001373291016,55.11000061035156,55.0,2679219.0,0.85,54.369998931884766,2026-01-15,True,XLF,Sector ETF
2025-12-17,13:30:00,short,54.64500045776367,55.0099983215332,54.72999954223633,1531403.0,0.6,54.439998626708984,2026-01-16,True,XLF,Sector ETF
2025-12-18,12:00:00,short,54.435001373291016,54.91559982299805,54.810001373291016,3030381.0,1.04,53.20000076293945,2026-01-20,True,XLF,Sector ETF
2025-12-19,12:00:00,long,54.95500183105469,54.84000015258789,54.560001373291016,1899833.0,0.63,53.459999084472656,2026-01-21,False,XLF,Sector ETF
2025-12-22,10:30:00,long,55.18000030517578,55.040000915527344,54.7400016784668,1692923.0,0.48,53.810001373291016,2026-01-22,False,XLF,Sector ETF
2025-12-23,13:30:00,long,55.51499938964844,55.470001220703125,55.310001373291016,972970.0,0.48,53.06999969482422,2026-01-23,False,XLF,Sector ETF
2025-12-24,10:30:00,long,55.71500015258789,55.540000915527344,55.415000915527344,1320940.0,0.65,53.40999984741211,2026-01-26,False,XLF,Sector ETF
2025-12-26,11:00:00,short,55.584999084472656,55.79499816894531,55.70000076293945,1465867.0,0.87,53.0,2026-01-27,True,XLF,Sector ETF
2025-12-29,10:00:00,short,55.380001068115234,55.68000030517578,55.570499420166016,1472109.0,0.94,52.9900016784668,2026-01-28,True,XLF,Sector ETF
2025-12-31,10:30:00,short,55.0,55.2599983215332,55.119998931884766,897026.0,0.54,53.439998626708984,2026-01-30,True,XLF,Sector ETF
2026-01-05,10:00:00,long,56.29999923706055,55.400001525878906,54.81999969482422,6324413.0,2.05,53.529998779296875,2026-02-03,False,XLF,Sector ETF
2026-01-06,11:00:00,long,56.25,56.1349983215332,56.005001068115234,1697786.0,0.43,53.959999084472656,2026-02-04,False,XLF,Sector ETF
2026-01-07,10:00:00,short,55.564998626708984,56.34000015258789,56.025001525878906,5382536.0,1.63,53.290000915527344,2026-02-05,True,XLF,Sector ETF
2026-01-08,10:00:00,long,55.9900016784668,55.6349983215332,55.40999984741211,3417618.0,1.08,54.2599983215332,2026-02-06,False,XLF,Sector ETF
2026-01-09,10:00:00,short,55.90650177001953,56.15999984741211,56.0,2736779.0,0.94,53.939998626708984,2026-02-09,True,XLF,Sector ETF
2026-01-12,11:00:00,long,55.165000915527344,55.08000183105469,54.84000015258789,3119191.0,1.08,53.54999923706055,2026-02-10,False,XLF,Sector ETF
2026-01-13,10:00:00,short,54.349998474121094,55.22999954223633,54.95000076293945,7545132.0,2.06,52.7400016784668,2026-02-11,True,XLF,Sector ETF
2026-01-14,10:30:00,short,53.86000061035156,54.14500045776367,53.92499923706055,3714051.0,0.7,51.689998626708984,2026-02-12,True,XLF,Sector ETF
2026-01-15,10:00:00,long,54.665000915527344,54.435001373291016,54.209999084472656,5311010.0,1.04,51.650001525878906,2026-02-13,False,XLF,Sector ETF
2026-01-16,12:30:00,long,54.720001220703125,54.599998474121094,54.33000183105469,1823595.0,0.55,52.20000076293945,2026-02-17,False,XLF,Sector ETF
2026-01-20,10:30:00,long,54.005001068115234,53.849998474121094,53.525001525878906,2767233.0,0.79,52.59000015258789,2026-02-18,False,XLF,Sector ETF
2026-01-23,10:30:00,short,53.1150016784668,53.5099983215332,53.33000183105469,2573155.0,0.67,50.72999954223633,2026-02-23,True,XLF,Sector ETF
2026-01-27,10:00:00,short,52.86000061035156,53.42499923706055,53.14500045776367,2586203.0,0.96,51.869998931884766,2026-02-25,True,XLF,Sector ETF
2026-01-29,11:00:00,short,53.1349983215332,53.619998931884766,53.30500030517578,3673941.0,0.91,51.43000030517578,2026-02-27,True,XLF,Sector ETF
2026-01-30,11:00:00,short,53.08000183105469,53.61000061035156,53.34749984741211,4150584.0,1.02,51.29999923706055,2026-03-02,True,XLF,Sector ETF
2026-02-02,10:30:00,long,53.79999923706055,53.619998931884766,53.19499969482422,2184476.0,0.66,51.209999084472656,2026-03-03,False,XLF,Sector ETF
2025-12-04,13:30:00,long,46.11000061035156,46.10499954223633,45.85499954223633,339647.0,0.42,46.88999938964844,2026-01-05,True,XLE,Sector ETF
2025-12-05,10:00:00,long,46.3849983215332,46.27000045776367,46.02899932861328,1244367.0,1.24,45.63999938964844,2026-01-06,False,XLE,Sector ETF
2025-12-09,11:30:00,long,45.974998474121094,45.86869812011719,45.459999084472656,1003972.0,0.47,46.54999923706055,2026-01-08,True,XLE,Sector ETF
2025-12-10,11:00:00,long,45.880001068115234,45.84000015258789,45.66999816894531,2264272.0,1.19,46.66999816894531,2026-01-09,True,XLE,Sector ETF
2025-12-11,10:00:00,long,46.16999816894531,45.959999084472656,45.84000015258789,1916253.0,1.03,46.34000015258789,2026-01-12,True,XLE,Sector ETF
2025-12-12,10:00:00,short,45.619998931884766,46.23500061035156,45.970001220703125,1183903.0,0.58,47.0,2026-01-13,False,XLE,Sector ETF
2025-12-15,10:00:00,short,45.10499954223633,45.61000061035156,45.33000183105469,2135372.0,0.94,48.060001373291016,2026-01-14,False,XLE,Sector ETF
2025-12-16,10:00:00,short,44.060001373291016,44.849998474121094,44.52000045776367,3802052.0,1.55,47.61000061035156,2026-01-15,False,XLE,Sector ETF
2025-12-17,12:00:00,long,44.35499954223633,44.29999923706055,44.08000183105469,1306405.0,0.37,47.689998626708984,2026-01-16,True,XLE,Sector ETF
2025-12-18,12:30:00,short,44.190101623535156,44.599998474121094,44.36000061035156,1481478.0,0.53,47.599998474121094,2026-01-20,False,XLE,Sector ETF
2025-12-19,15:30:00,short,44.13999938964844,44.5099983215332,44.18000030517578,7751196.0,3.45,48.75,2026-01-21,False,XLE,Sector ETF
2025-12-23,13:30:00,long,44.494998931884766,44.459999084472656,44.310001373291016,783646.0,0.6,49.189998626708984,2026-01-23,True,XLE,Sector ETF
2025-12-26,11:00:00,short,44.16999816894531,44.435001373291016,44.23500061035156,1812348.0,1.47,49.66999816894531,2026-01-27,False,XLE,Sector ETF
2025-12-29,14:30:00,long,44.685001373291016,44.6150016784668,44.439998626708984,1334470.0,0.87,50.04999923706055,2026-01-28,True,XLE,Sector ETF
2025-12-31,10:30:00,short,44.59000015258789,45.02000045776367,44.849998474121094,1191606.0,0.74,51.04999923706055,2026-01-30,False,XLE,Sector ETF
2026-01-02,10:30:00,long,45.070098876953125,44.72999954223633,44.51499938964844,1672662.0,1.16,50.04999923706055,2026-02-02,True,XLE,Sector ETF
2026-01-05,10:00:00,short,46.40999984741211,47.31999969482422,46.970298767089844,14052545.0,3.52,51.66999816894531,2026-02-03,False,XLE,Sector ETF
2026-01-06,10:00:00,short,46.34000015258789,47.029998779296875,46.82500076293945,7361507.0,1.17,52.83000183105469,2026-02-04,False,XLE,Sector ETF
2026-01-07,12:30:00,short,45.119998931884766,45.81999969482422,45.40999984741211,2296223.0,0.52,52.209999084472656,2026-02-05,False,XLE,Sector ETF
2026-01-08,11:00:00,long,45.79999923706055,45.654998779296875,45.220001220703125,1788482.0,0.51,53.25,2026-02-06,True,XLE,Sector ETF
2026-01-09,13:00:00,short,46.648799896240234,46.880001068115234,46.70000076293945,1433884.0,0.42,53.63999938964844,2026-02-09,False,XLE,Sector ETF
2026-01-12,13:30:00,short,46.29999923706055,46.80500030517578,46.380001068115234,1161720.0,0.52,53.58000183105469,2026-02-10,False,XLE,Sector ETF
2026-01-13,10:00:00,long,47.04499816894531,46.88999938964844,46.70000076293945,3198179.0,1.26,54.97999954223633,2026-02-11,True,XLE,Sector ETF
2026-01-14,10:00:00,long,47.94499969482422,47.48500061035156,47.18000030517578,6416014.0,1.74,53.97999954223633,2026-02-12,True,XLE,Sector ETF
2026-01-15,11:00:00,long,48.03499984741211,47.70000076293945,47.415000915527344,2539656.0,0.47,54.349998474121094,2026-02-13,True,XLE,Sector ETF
2026-01-20,14:00:00,short,47.67499923706055,48.310001373291016,47.77000045776367,1863671.0,0.66,54.779998779296875,2026-02-18,False,XLE,Sector ETF
2026-01-22,14:30:00,long,48.970001220703125,48.88750076293945,48.540000915527344,2753103.0,0.52,54.880001068115234,2026-02-20,True,XLE,Sector ETF
2026-01-23,12:30:00,short,49.327598571777344,49.880001068115234,49.43000030517578,2807807.0,0.49,55.150001525878906,2026-02-23,False,XLE,Sector ETF
2026-01-26,10:00:00,short,49.16999816894531,49.88999938964844,49.35499954223633,3303593.0,0.85,55.099998474121094,2026-02-24,False,XLE,Sector ETF
2026-01-27,14:00:00,long,49.650001525878906,49.45899963378906,49.15999984741211,1016926.0,0.39,54.869998931884766,2026-02-25,True,XLE,Sector ETF
2026-01-29,10:30:00,short,50.77000045776367,51.41999816894531,51.09000015258789,5138852.0,1.33,55.91999816894531,2026-02-27,False,XLE,Sector ETF
2026-01-30,15:00:00,long,50.78499984741211,50.560001373291016,50.18000030517578,4079667.0,0.82,57.040000915527344,2026-03-02,True,XLE,Sector ETF
2026-02-02,12:30:00,long,50.30500030517578,50.27000045776367,49.86000061035156,3708728.0,0.72,56.52000045776367,2026-03-03,True,XLE,Sector ETF
2025-12-04,10:00:00,short,154.02999877929688,155.02999877929688,154.6649932861328,1212818.0,0.77,155.0399932861328,2026-01-05,False,XLV,Sector ETF
2025-12-05,10:30:00,short,153.6300048828125,154.6300048828125,154.24000549316406,759034.0,0.78,158.08999633789062,2026-01-06,False,XLV,Sector ETF
2025-12-08,10:00:00,short,151.95350646972656,153.4199981689453,152.3699951171875,1131431.0,1.33,159.66000366210938,2026-01-07,False,XLV,Sector ETF
2025-12-09,10:30:00,short,151.05499267578125,152.6750030517578,152.0,752006.0,0.86,158.1199951171875,2026-01-08,False,XLV,Sector ETF
2025-12-10,11:00:00,long,150.97000122070312,150.66000366210938,150.0500030517578,630772.0,0.64,157.30999755859375,2026-01-09,True,XLV,Sector ETF
2025-12-11,10:30:00,long,153.9600067138672,153.10000610351562,152.75999450683594,1410132.0,1.2,157.3800048828125,2026-01-12,True,XLV,Sector ETF
2025-12-15,13:30:00,long,155.72500610351562,155.36000061035156,154.44000244140625,411633.0,0.45,157.86000061035156,2026-01-14,True,XLV,Sector ETF
2025-12-16,10:00:00,short,154.44000244140625,156.1199951171875,155.39999389648438,1136474.0,1.05,156.9600067138672,2026-01-15,False,XLV,Sector ETF
2025-12-19,10:00:00,long,155.00999450683594,154.49000549316406,153.9199981689453,606832.0,0.88,158.25999450683594,2026-01-21,True,XLV,Sector ETF
2025-12-22,11:00:00,long,154.85000610351562,154.75,153.8000030517578,335121.0,0.5,158.2899932861328,2026-01-22,True,XLV,Sector ETF
2025-12-23,10:00:00,long,155.24000549316406,155.02999877929688,154.63999938964844,705262.0,1.13,157.47999572753906,2026-01-23,True,XLV,Sector ETF
2025-12-24,10:30:00,long,155.85499572753906,155.58999633789062,155.14999389648438,361460.0,0.68,158.10000610351562,2026-01-26,True,XLV,Sector ETF
2025-12-26,12:00:00,short,155.5,155.7899932861328,155.52999877929688,163560.0,0.41,155.4499969482422,2026-01-27,True,XLV,Sector ETF
2025-12-29,11:30:00,short,155.83999633789062,156.4499969482422,156.0500030517578,406246.0,1.07,154.30999755859375,2026-01-28,True,XLV,Sector ETF
2025-12-31,15:00:00,short,154.99000549316406,155.6988983154297,155.27999877929688,376891.0,1.35,154.74000549316406,2026-01-30,True,XLV,Sector ETF
2026-01-02,14:30:00,long,155.36000061035156,154.89999389648438,153.67999267578125,475576.0,0.94,155.69000244140625,2026-02-02,True,XLV,Sector ETF
2026-01-05,10:00:00,short,153.1999969482422,155.38999938964844,154.56500244140625,2716502.0,3.13,154.10000610351562,2026-02-03,True,XLV,Sector ETF
2026-01-06,10:00:00,long,157.91000366210938,155.9600067138672,155.6300048828125,1763289.0,1.39,156.02999877929688,2026-02-04,True,XLV,Sector ETF
2026-01-07,10:00:00,long,159.8000030517578,159.3000030517578,158.5399932861328,1377429.0,1.13,154.83999633789062,2026-02-05,False,XLV,Sector ETF
2026-01-08,13:00:00,short,158.64500427246094,160.4499969482422,159.14999389648438,459656.0,0.47,157.7100067138672,2026-02-06,True,XLV,Sector ETF
2026-01-09,11:00:00,short,157.41000366210938,158.92999267578125,158.58999633789062,1152113.0,0.87,156.32000732421875,2026-02-09,True,XLV,Sector ETF
2026-01-12,12:30:00,short,156.13499450683594,157.5,156.3699951171875,395281.0,0.41,155.3300018310547,2026-02-10,True,XLV,Sector ETF
2026-01-13,12:30:00,short,156.27499389648438,157.6699981689453,156.85000610351562,804634.0,0.87,156.25,2026-02-11,True,XLV,Sector ETF
2026-01-14,14:30:00,long,157.6750030517578,157.0800018310547,156.50999450683594,707977.0,0.83,156.0,2026-02-12,False,XLV,Sector ETF
2026-01-15,10:00:00,short,155.46499633789062,157.42999267578125,156.91000366210938,1824237.0,1.68,157.6699981689453,2026-02-13,False,XLV,Sector ETF
2026-01-16,15:00:00,short,155.8253936767578,156.97000122070312,156.22999572753906,723352.0,0.85,157.3699951171875,2026-02-17,False,XLV,Sector ETF
2026-01-20,10:30:00,long,155.43499755859375,154.25999450683594,153.22999572753906,780036.0,0.71,157.6699981689453,2026-02-18,True,XLV,Sector ETF
2026-01-21,10:00:00,long,157.05999755859375,156.19000244140625,155.14500427246094,1984261.0,1.95,157.25999450683594,2026-02-19,True,XLV,Sector ETF
2026-01-22,10:00:00,long,159.1300048828125,158.3000030517578,157.5,1261013.0,1.11,156.82000732421875,2026-02-20,False,XLV,Sector ETF
2026-01-23,12:30:00,short,156.77499389648438,158.0050048828125,157.34500122070312,514361.0,0.43,158.5399932861328,2026-02-23,False,XLV,Sector ETF
2026-01-26,10:00:00,long,157.9199981689453,157.60000610351562,156.89999389648438,710131.0,0.48,157.8699951171875,2026-02-24,True,XLV,Sector ETF
2026-01-27,15:00:00,short,155.27499389648438,156.86000061035156,155.7100067138672,587555.0,0.86,157.8300018310547,2026-02-25,False,XLV,Sector ETF
2026-01-28,12:30:00,short,154.0850067138672,154.97999572753906,154.3000030517578,412854.0,0.46,157.4199981689453,2026-02-26,False,XLV,Sector ETF
2026-01-30,10:00:00,short,153.44500732421875,154.77999877929688,153.77999877929688,1165743.0,1.19,158.52999877929688,2026-03-02,False,XLV,Sector ETF
2026-02-02,10:00:00,long,155.36000061035156,155.27999877929688,154.39999389648438,1333863.0,1.44,156.74000549316406,2026-03-03,True,XLV,Sector ETF
2025-12-04,10:00:00,short,44.26250076293945,44.505001068115234,44.345001220703125,407872.0,0.77,46.58000183105469,2026-01-05,False,XLB,Sector ETF
2025-12-05,10:00:00,long,44.540000915527344,44.349998474121094,44.220001220703125,614960.0,1.41,47.5,2026-01-06,True,XLB,Sector ETF
2025-12-08,12:00:00,short,43.64500045776367,44.099998474121094,43.8650016784668,641168.0,1.05,46.68000030517578,2026-01-07,False,XLB,Sector ETF
2025-12-09,11:00:00,long,43.709999084472656,43.525001525878906,43.400001525878906,681067.0,0.81,47.5,2026-01-08,True,XLB,Sector ETF
2025-12-10,11:00:00,long,43.650001525878906,43.505001068115234,43.349998474121094,275442.0,0.38,48.2599983215332,2026-01-09,True,XLB,Sector ETF
2025-12-11,10:00:00,long,44.96500015258789,44.68000030517578,44.290000915527344,966532.0,1.2,48.52000045776367,2026-01-12,True,XLB,Sector ETF
2025-12-12,10:30:00,short,45.06999969482422,45.51499938964844,45.40999984741211,1462454.0,1.36,48.72999954223633,2026-01-13,False,XLB,Sector ETF
2025-12-15,10:00:00,short,45.08000183105469,45.439998626708984,45.209999084472656,700321.0,0.74,48.75,2026-01-14,False,XLB,Sector ETF
2025-12-16,10:00:00,short,44.86000061035156,45.209999084472656,45.09000015258789,834511.0,1.08,48.959999084472656,2026-01-15,False,XLB,Sector ETF
2025-12-17,10:00:00,long,45.310001373291016,45.084999084472656,44.939998626708984,834393.0,1.16,48.68000030517578,2026-01-16,True,XLB,Sector ETF
2025-12-18,10:30:00,long,45.51499938964844,45.400001525878906,45.25,657093.0,0.8,48.189998626708984,2026-01-20,True,XLB,Sector ETF
2025-12-19,10:30:00,long,45.41999816894531,45.20000076293945,45.09000015258789,581576.0,0.8,49.2400016784668,2026-01-21,True,XLB,Sector ETF
2025-12-22,10:30:00,long,45.630001068115234,45.4900016784668,45.33000183105469,561125.0,0.78,49.52000045776367,2026-01-22,True,XLB,Sector ETF
2025-12-23,10:00:00,short,45.56999969482422,45.79999923706055,45.73500061035156,412686.0,0.54,49.970001220703125,2026-01-23,False,XLB,Sector ETF
2025-12-24,12:30:00,long,45.875,45.82500076293945,45.68000030517578,170438.0,0.34,50.029998779296875,2026-01-26,True,XLB,Sector ETF
2025-12-26,10:30:00,long,46.04999923706055,45.97999954223633,45.904998779296875,501109.0,1.03,49.97999954223633,2026-01-27,True,XLB,Sector ETF
2025-12-29,10:00:00,short,45.58000183105469,45.86000061035156,45.69620132446289,547389.0,1.39,49.95000076293945,2026-01-28,False,XLB,Sector ETF
2025-12-31,11:00:00,short,45.51499938964844,45.66999816894531,45.595001220703125,309748.0,0.72,49.27000045776367,2026-01-30,False,XLB,Sector ETF
2026-01-02,11:00:00,long,45.770999908447266,45.540000915527344,45.3650016784668,999287.0,1.75,49.650001525878906,2026-02-02,True,XLB,Sector ETF
2026-01-05,12:00:00,long,46.595001220703125,46.39030075073242,46.0,1258514.0,0.94,50.70000076293945,2026-02-03,True,XLB,Sector ETF
2026-01-06,10:00:00,long,47.21500015258789,46.849998474121094,46.720001220703125,1077966.0,0.71,51.88999938964844,2026-02-04,True,XLB,Sector ETF
2026-01-07,10:00:00,short,46.83000183105469,47.560001373291016,47.244998931884766,1264118.0,0.99,50.5,2026-02-05,False,XLB,Sector ETF
2026-01-08,10:00:00,long,47.10499954223633,46.54999923706055,46.27000045776367,1021995.0,0.85,51.5099983215332,2026-02-06,True,XLB,Sector ETF
2026-01-09,11:00:00,long,47.915000915527344,47.82500076293945,47.619998931884766,597083.0,0.52,52.18000030517578,2026-02-09,True,XLB,Sector ETF
2026-01-12,11:00:00,long,48.53499984741211,48.459999084472656,48.27000045776367,518063.0,0.44,52.90999984741211,2026-02-10,True,XLB,Sector ETF
2026-01-13,11:30:00,short,48.40999984741211,48.755001068115234,48.599998474121094,554265.0,0.57,53.619998931884766,2026-02-11,False,XLB,Sector ETF
2026-01-15,11:00:00,long,49.05500030517578,49.0,48.77000045776367,676679.0,0.59,53.310001373291016,2026-02-13,True,XLB,Sector ETF
2026-01-16,11:30:00,short,48.45500183105469,48.720001220703125,48.540000915527344,592331.0,0.5,52.70000076293945,2026-02-17,False,XLB,Sector ETF
2026-01-20,14:00:00,short,48.119998931884766,48.52000045776367,48.18000030517578,781777.0,0.99,53.02000045776367,2026-02-18,False,XLB,Sector ETF
2026-01-21,14:30:00,long,49.224998474121094,48.93000030517578,48.66999816894531,1900380.0,1.87,52.83000183105469,2026-02-19,True,XLB,Sector ETF
2026-01-22,12:30:00,long,49.7599983215332,49.67499923706055,49.369998931884766,641156.0,0.55,52.959999084472656,2026-02-20,True,XLB,Sector ETF
2026-01-23,11:30:00,long,49.78499984741211,49.525001525878906,49.36000061035156,3002437.0,1.63,52.959999084472656,2026-02-23,True,XLB,Sector ETF
2026-01-26,14:00:00,short,50.10499954223633,50.43000030517578,50.20000076293945,967375.0,0.86,53.36000061035156,2026-02-24,False,XLB,Sector ETF
2026-01-28,14:00:00,short,49.619998931884766,50.189998626708984,49.91999816894531,733440.0,1.04,53.0,2026-02-26,False,XLB,Sector ETF
2026-01-29,10:00:00,short,49.59000015258789,50.61000061035156,50.349998474121094,2709002.0,2.35,53.40999984741211,2026-02-27,False,XLB,Sector ETF
2026-01-30,13:00:00,short,48.98500061035156,49.59000015258789,49.209999084472656,3000035.0,1.94,53.25,2026-03-02,False,XLB,Sector ETF
2026-02-02,12:00:00,long,49.65999984741211,49.54999923706055,49.20000076293945,1266629.0,0.62,51.939998626708984,2026-03-03,True,XLB,Sector ETF
2025-12-04,10:30:00,long,155.19000244140625,154.55499267578125,154.10499572753906,785326.0,0.83,159.85000610351562,2026-01-05,True,XLI,Sector ETF
2025-12-05,12:00:00,short,154.2100067138672,155.02999877929688,154.64999389648438,616798.0,0.9,162.02000427246094,2026-01-06,False,XLI,Sector ETF
2025-12-09,14:30:00,short,153.86000061035156,154.49000549316406,154.0,296492.0,0.67,160.1699981689453,2026-01-08,False,XLI,Sector ETF
2025-12-10,11:30:00,long,154.49549865722656,154.3300018310547,153.875,530767.0,0.81,161.92999267578125,2026-01-09,True,XLI,Sector ETF
2025-12-11,10:30:00,long,156.9499969482422,156.16000366210938,155.8249969482422,836973.0,0.87,163.1699981689453,2026-01-12,True,XLI,Sector ETF
2025-12-12,10:00:00,short,157.44000244140625,158.4600067138672,158.1699981689453,1113457.0,1.14,164.00999450683594,2026-01-13,False,XLI,Sector ETF
2025-12-15,12:00:00,short,156.9499969482422,157.5825958251953,157.14999389648438,582865.0,0.6,164.27000427246094,2026-01-14,False,XLI,Sector ETF
2025-12-16,11:00:00,short,156.1699981689453,157.11000061035156,156.8000030517578,531986.0,0.62,165.77999877929688,2026-01-15,False,XLI,Sector ETF
2025-12-17,11:00:00,short,154.55999755859375,156.1199951171875,155.6199951171875,998373.0,1.18,166.89999389648438,2026-01-16,False,XLI,Sector ETF
