date,time,direction,entry_price,orb_high,orb_low,signal_volume,vol_ratio,daily_close,win,ticker,signal_tf,category
2025-12-23,10:05:00,short,144.61500549316406,145.25999450683594,144.64999389648438,130189.0,0.8,145.9199981689453,False,XLK,5min,Sector ETF
2025-12-24,10:05:00,long,146.14999389648438,146.0850067138672,145.67999267578125,136350.0,0.89,146.35000610351562,True,XLK,5min,Sector ETF
2025-12-26,11:00:00,long,146.8704071044922,146.8000030517578,146.49000549316406,65695.0,0.74,146.52000427246094,False,XLK,5min,Sector ETF
2025-12-29,09:40:00,long,146.22999572753906,145.69000244140625,145.0399932861328,270292.0,2.28,145.91000366210938,True,XLK,5min,Sector ETF
2025-12-30,09:40:00,short,145.60000610351562,146.0500030517578,145.77499389648438,188884.0,0.96,145.42999267578125,True,XLK,5min,Sector ETF
2025-12-31,09:40:00,short,145.13999938964844,145.8000030517578,145.47000122070312,143922.0,1.25,143.9600067138672,True,XLK,5min,Sector ETF
2026-01-02,10:20:00,short,144.7100067138672,146.13999938964844,145.61000061035156,298811.0,0.9,144.27999877929688,True,XLK,5min,Sector ETF
2026-01-05,09:40:00,short,145.4499969482422,146.38999938964844,145.65499877929688,587677.0,2.29,144.64999389648438,True,XLK,5min,Sector ETF
2026-01-06,09:50:00,long,145.80999755859375,145.39999389648438,145.08999633789062,490518.0,1.61,146.67999267578125,True,XLK,5min,Sector ETF
2026-01-07,10:10:00,long,146.72500610351562,146.5850067138672,146.0399932861328,220852.0,0.73,146.52000427246094,False,XLK,5min,Sector ETF
2026-01-08,09:40:00,short,144.38999938964844,145.92999267578125,145.1699981689453,656706.0,2.49,144.22999572753906,True,XLK,5min,Sector ETF
2026-01-09,09:40:00,long,144.9499969482422,144.55999755859375,144.1199951171875,498480.0,1.79,146.14999389648438,True,XLK,5min,Sector ETF
2026-01-12,09:50:00,long,146.32000732421875,146.05999755859375,145.0500030517578,316689.0,1.21,146.77999877929688,True,XLK,5min,Sector ETF
2026-01-13,10:15:00,short,146.39999389648438,147.0800018310547,146.60000610351562,270100.0,0.86,146.5,True,XLK,5min,Sector ETF
2026-01-14,09:55:00,short,144.60000610351562,145.85499572753906,145.02000427246094,324900.0,0.99,144.6999969482422,True,XLK,5min,Sector ETF
2026-01-15,10:45:00,short,146.5500030517578,147.2100067138672,146.83999633789062,296103.0,0.63,145.4600067138672,True,XLK,5min,Sector ETF
2026-01-16,09:55:00,short,145.75999450683594,146.9499969482422,146.47000122070312,287459.0,0.88,145.61000061035156,True,XLK,5min,Sector ETF
2026-01-20,11:10:00,long,143.97999572753906,143.84500122070312,142.89999389648438,189467.0,0.59,141.88999938964844,False,XLK,5min,Sector ETF
2026-01-21,09:50:00,long,143.23550415039062,142.85000610351562,142.24000549316406,439662.0,0.98,143.8300018310547,True,XLK,5min,Sector ETF
2026-01-22,09:45:00,short,144.39999389648438,145.6999969482422,145.13999938964844,438829.0,0.79,144.91000366210938,True,XLK,5min,Sector ETF
2026-01-23,10:05:00,long,145.00999450683594,144.6999969482422,144.02000427246094,213132.0,0.74,145.0800018310547,True,XLK,5min,Sector ETF
2026-01-26,09:45:00,long,146.02999877929688,145.50999450683594,144.88999938964844,350167.0,1.91,146.10000610351562,True,XLK,5min,Sector ETF
2026-01-27,10:00:00,long,148.10000610351562,147.83999633789062,147.2899932861328,327706.0,1.25,148.08999633789062,True,XLK,5min,Sector ETF
2026-01-28,11:45:00,short,148.75,149.6999969482422,148.8699951171875,138473.0,0.81,149.1999969482422,False,XLK,5min,Sector ETF
2026-01-29,09:40:00,short,146.6300048828125,147.92999267578125,147.2550048828125,700554.0,1.89,146.83999633789062,True,XLK,5min,Sector ETF
2026-01-30,10:30:00,short,145.3000030517578,146.3699951171875,145.72999572753906,252093.0,0.61,143.8800048828125,True,XLK,5min,Sector ETF
2026-02-02,09:50:00,long,144.9250030517578,144.66000366210938,143.49000549316406,376621.0,0.95,145.27999877929688,True,XLK,5min,Sector ETF
2026-02-03,09:40:00,short,143.72000122070312,145.97000122070312,144.75,966569.0,2.7,142.0399932861328,True,XLK,5min,Sector ETF
2026-02-04,10:50:00,short,139.35000610351562,140.99000549316406,139.6699981689453,446506.0,0.57,138.08999633789062,True,XLK,5min,Sector ETF
2026-02-05,09:45:00,long,138.27000427246094,137.41000366210938,136.60000610351562,1119719.0,1.63,135.60000610351562,False,XLK,5min,Sector ETF
2026-02-06,09:45:00,long,139.5800018310547,138.89999389648438,137.4199981689453,1270411.0,2.03,141.05999755859375,True,XLK,5min,Sector ETF
2026-02-09,09:40:00,long,141.89999389648438,140.8800048828125,139.91000366210938,851291.0,1.42,143.30999755859375,True,XLK,5min,Sector ETF
2026-02-10,09:40:00,short,143.1999969482422,144.14999389648438,143.38999938964844,679655.0,2.25,142.5399932861328,True,XLK,5min,Sector ETF
2026-02-11,10:00:00,short,143.11000061035156,144.7550048828125,143.8800048828125,366980.0,1.0,142.92999267578125,True,XLK,5min,Sector ETF
2026-02-12,09:55:00,short,142.38999938964844,143.42999267578125,143.07000732421875,343451.0,1.04,139.1699981689453,True,XLK,5min,Sector ETF
2026-02-13,10:30:00,long,140.4550018310547,139.92999267578125,139.02000427246094,435479.0,0.7,139.5800018310547,False,XLK,5min,Sector ETF
2026-02-17,09:55:00,short,137.16000366210938,139.14999389648438,138.0,887514.0,1.44,139.5,False,XLK,5min,Sector ETF
2026-02-18,09:55:00,long,140.72000122070312,140.0800018310547,139.3800048828125,271458.0,0.77,140.9199981689453,True,XLK,5min,Sector ETF
2026-02-19,10:35:00,long,140.4550018310547,140.35000610351562,139.8300018310547,127266.0,0.46,140.19000244140625,False,XLK,5min,Sector ETF
2026-02-20,09:40:00,long,140.61000061035156,139.89999389648438,138.97999572753906,290137.0,1.25,140.89999389648438,True,XLK,5min,Sector ETF
2026-02-23,10:05:00,short,139.53500366210938,140.64999389648438,139.86000061035156,208690.0,0.88,138.5500030517578,True,XLK,5min,Sector ETF
2026-02-24,09:45:00,long,140.33999633789062,139.33999633789062,138.19000244140625,617301.0,1.83,140.3000030517578,True,XLK,5min,Sector ETF
2026-02-25,09:45:00,long,142.16000366210938,141.74000549316406,141.2100067138672,330062.0,1.42,143.01499938964844,True,XLK,5min,Sector ETF
2026-02-26,09:50:00,short,141.77999877929688,143.00999450683594,142.1999969482422,580669.0,1.95,140.99000549316406,True,XLK,5min,Sector ETF
2026-02-27,10:05:00,long,139.4499969482422,138.9199981689453,138.07000732421875,299147.0,0.95,138.74000549316406,False,XLK,5min,Sector ETF
2026-03-02,10:00:00,long,138.64999389648438,138.27999877929688,136.57000732421875,417766.0,0.97,139.52000427246094,True,XLK,5min,Sector ETF
2026-03-03,10:20:00,short,135.32000732421875,136.74000549316406,136.10000610351562,786051.0,1.03,137.46499633789062,False,XLK,5min,Sector ETF
2025-12-04,11:50:00,long,145.73500061035156,145.27499389648438,144.63999938964844,91100.0,0.72,145.52999877929688,True,XLK,10min,Sector ETF
2025-12-05,10:10:00,long,147.05999755859375,146.6699981689453,146.09010314941406,196482.0,1.28,146.5800018310547,False,XLK,10min,Sector ETF
2025-12-08,11:00:00,short,147.2899932861328,148.3800048828125,147.36000061035156,144357.0,0.54,147.66000366210938,False,XLK,10min,Sector ETF
2025-12-09,10:00:00,long,147.66000366210938,147.47000122070312,146.9600067138672,211530.0,1.15,148.0399932861328,True,XLK,10min,Sector ETF
2025-12-10,11:00:00,short,147.11000061035156,147.69000244140625,147.24009704589844,124490.0,0.66,148.75999450683594,False,XLK,10min,Sector ETF
2025-12-11,09:50:00,short,145.33999633789062,147.05999755859375,146.36000061035156,641880.0,1.89,148.0,False,XLK,10min,Sector ETF
2025-12-12,10:00:00,short,145.5500030517578,146.94000244140625,146.6199951171875,378745.0,1.47,143.7100067138672,True,XLK,10min,Sector ETF
2025-12-15,09:40:00,short,143.8300018310547,144.6300048828125,144.15170288085938,605756.0,1.65,142.30499267578125,True,XLK,10min,Sector ETF
2025-12-16,13:00:00,short,141.6298065185547,142.44000244140625,141.77000427246094,321777.0,1.33,142.52999877929688,False,XLK,10min,Sector ETF
2025-12-17,09:40:00,short,142.17999267578125,142.83999633789062,142.52000427246094,800580.0,2.19,139.3699951171875,True,XLK,10min,Sector ETF
2025-12-18,09:40:00,short,141.1699981689453,142.22000122070312,141.74000549316406,859757.0,1.73,141.52000427246094,True,XLK,10min,Sector ETF
2025-12-19,09:50:00,long,144.1898956298828,143.4600067138672,142.57000732421875,578695.0,1.72,144.6199951171875,True,XLK,10min,Sector ETF
2025-12-23,11:20:00,long,145.44500732421875,145.25999450683594,144.64999389648438,161934.0,0.65,145.9199981689453,True,XLK,10min,Sector ETF
2025-12-24,10:10:00,long,146.22999572753906,146.0850067138672,145.67999267578125,171672.0,0.79,146.35000610351562,True,XLK,10min,Sector ETF
2025-12-26,11:00:00,long,146.81689453125,146.8000030517578,146.49000549316406,126229.0,0.9,146.52000427246094,False,XLK,10min,Sector ETF
2025-12-29,14:30:00,long,145.7899932861328,145.69000244140625,145.0399932861328,185819.0,1.04,145.91000366210938,True,XLK,10min,Sector ETF
2025-12-30,10:10:00,short,145.6300048828125,146.0500030517578,145.77499389648438,233781.0,0.83,145.42999267578125,True,XLK,10min,Sector ETF
2025-12-31,09:40:00,short,144.9600067138672,145.8000030517578,145.47000122070312,301533.0,1.91,143.9600067138672,True,XLK,10min,Sector ETF
2026-01-02,10:20:00,short,144.75,146.13999938964844,145.61000061035156,634628.0,1.49,144.27999877929688,True,XLK,10min,Sector ETF
2026-01-05,09:40:00,short,145.1699981689453,146.38999938964844,145.65499877929688,1235427.0,3.22,144.64999389648438,True,XLK,10min,Sector ETF
2026-01-06,09:50:00,long,146.0800018310547,145.39999389648438,145.08999633789062,896727.0,2.01,146.67999267578125,True,XLK,10min,Sector ETF
2026-01-07,10:20:00,long,146.99960327148438,146.5850067138672,146.0399932861328,416863.0,1.03,146.52000427246094,False,XLK,10min,Sector ETF
2026-01-08,09:40:00,short,144.55999755859375,145.92999267578125,145.1699981689453,1335570.0,3.56,144.22999572753906,True,XLK,10min,Sector ETF
2026-01-09,10:20:00,long,145.38499450683594,144.55999755859375,144.1199951171875,884460.0,1.7,146.14999389648438,True,XLK,10min,Sector ETF
2026-01-12,09:50:00,long,146.3300018310547,146.05999755859375,145.0500030517578,573414.0,1.65,146.77999877929688,True,XLK,10min,Sector ETF
2026-01-13,10:20:00,short,146.22500610351562,147.0800018310547,146.60000610351562,427677.0,0.96,146.5,True,XLK,10min,Sector ETF
2026-01-14,10:00:00,short,144.47999572753906,145.85499572753906,145.02000427246094,1190913.0,2.44,144.6999969482422,True,XLK,10min,Sector ETF
2026-01-15,14:00:00,short,146.5500030517578,147.2100067138672,146.83999633789062,225279.0,1.0,145.4600067138672,True,XLK,10min,Sector ETF
2026-01-16,10:00:00,short,146.02999877929688,146.9499969482422,146.47000122070312,521016.0,1.17,145.61000061035156,True,XLK,10min,Sector ETF
2026-01-20,13:20:00,short,142.5800018310547,143.84500122070312,142.89999389648438,264422.0,0.8,141.88999938964844,True,XLK,10min,Sector ETF
2026-01-21,09:50:00,long,143.47000122070312,142.85000610351562,142.24000549316406,772326.0,1.27,143.8300018310547,True,XLK,10min,Sector ETF
2026-01-22,09:50:00,short,144.58999633789062,145.6999969482422,145.13999938964844,668119.0,0.81,144.91000366210938,True,XLK,10min,Sector ETF
2026-01-23,10:10:00,long,144.8800048828125,144.6999969482422,144.02000427246094,338117.0,0.9,145.0800018310547,True,XLK,10min,Sector ETF
2026-01-26,09:50:00,long,146.22999572753906,145.50999450683594,144.88999938964844,502279.0,1.53,146.10000610351562,True,XLK,10min,Sector ETF
2026-01-27,10:00:00,long,148.22000122070312,147.83999633789062,147.2899932861328,632384.0,1.89,148.08999633789062,True,XLK,10min,Sector ETF
2026-01-28,11:50:00,short,148.7050018310547,149.6999969482422,148.8699951171875,240151.0,0.47,149.1999969482422,False,XLK,10min,Sector ETF
2026-01-29,09:40:00,short,147.0050048828125,147.92999267578125,147.2550048828125,1315452.0,2.17,146.83999633789062,True,XLK,10min,Sector ETF
2026-01-30,11:10:00,short,145.1300048828125,146.3699951171875,145.72999572753906,278197.0,0.47,143.8800048828125,True,XLK,10min,Sector ETF
2026-02-02,10:00:00,long,145.4499969482422,144.66000366210938,143.49000549316406,549070.0,0.93,145.27999877929688,True,XLK,10min,Sector ETF
2026-02-03,09:40:00,short,144.22999572753906,145.97000122070312,144.75,1542561.0,3.3,142.0399932861328,True,XLK,10min,Sector ETF
2026-02-04,10:50:00,short,139.02999877929688,140.99000549316406,139.6699981689453,881867.0,0.76,138.08999633789062,True,XLK,10min,Sector ETF
2026-02-05,10:10:00,short,135.7949981689453,137.41000366210938,136.60000610351562,1655387.0,1.27,135.60000610351562,True,XLK,10min,Sector ETF
2026-02-06,09:50:00,long,138.9949951171875,138.89999389648438,137.4199981689453,1289916.0,1.3,141.05999755859375,True,XLK,10min,Sector ETF
2026-02-09,09:40:00,long,142.38499450683594,140.8800048828125,139.91000366210938,1924173.0,2.21,143.30999755859375,True,XLK,10min,Sector ETF
2026-02-10,09:40:00,short,142.89999389648438,144.14999389648438,143.38999938964844,1574745.0,2.8,142.5399932861328,True,XLK,10min,Sector ETF
2026-02-11,10:00:00,short,142.75999450683594,144.7550048828125,143.8800048828125,728800.0,1.26,142.92999267578125,True,XLK,10min,Sector ETF
2026-02-12,10:00:00,short,142.31500244140625,143.42999267578125,143.07000732421875,698841.0,1.42,139.1699981689453,True,XLK,10min,Sector ETF
2026-02-13,11:50:00,long,140.14999389648438,139.92999267578125,139.02000427246094,480139.0,0.52,139.5800018310547,False,XLK,10min,Sector ETF
2026-02-17,10:00:00,short,137.49000549316406,139.14999389648438,138.0,820263.0,0.97,139.5,False,XLK,10min,Sector ETF
2026-02-18,10:00:00,long,141.17990112304688,140.0800018310547,139.3800048828125,569747.0,1.05,140.9199981689453,True,XLK,10min,Sector ETF
2026-02-19,12:50:00,short,139.44500732421875,140.35000610351562,139.8300018310547,300782.0,0.93,140.19000244140625,False,XLK,10min,Sector ETF
2026-02-20,09:40:00,long,140.44000244140625,139.89999389648438,138.97999572753906,490964.0,1.43,140.89999389648438,True,XLK,10min,Sector ETF
2026-02-23,10:30:00,short,139.47000122070312,140.64999389648438,139.86000061035156,348419.0,0.96,138.5500030517578,True,XLK,10min,Sector ETF
2026-02-24,09:50:00,long,139.69000244140625,139.33999633789062,138.19000244140625,640967.0,1.22,140.3000030517578,True,XLK,10min,Sector ETF
2026-02-25,09:50:00,long,142.75,141.74000549316406,141.2100067138672,511736.0,1.38,143.01499938964844,True,XLK,10min,Sector ETF
2026-02-26,09:50:00,short,141.74000549316406,143.00999450683594,142.1999969482422,1002009.0,2.51,140.99000549316406,True,XLK,10min,Sector ETF
2026-02-27,10:10:00,long,139.17999267578125,138.9199981689453,138.07000732421875,400447.0,0.87,138.74000549316406,False,XLK,10min,Sector ETF
2026-03-02,10:00:00,long,138.75999450683594,138.27999877929688,136.57000732421875,914098.0,1.69,139.52000427246094,True,XLK,10min,Sector ETF
2026-03-03,10:20:00,short,135.0449981689453,136.74000549316406,136.10000610351562,1401066.0,1.5,137.46499633789062,False,XLK,10min,Sector ETF
2025-12-04,12:00:00,long,145.6595001220703,145.27499389648438,144.63999938964844,177930.0,0.95,145.52999877929688,True,XLK,15min,Sector ETF
2025-12-05,10:15:00,long,146.8800048828125,146.6699981689453,146.09010314941406,240835.0,1.23,146.5800018310547,False,XLK,15min,Sector ETF
2025-12-08,12:00:00,short,147.25,148.3800048828125,147.36000061035156,170374.0,0.52,147.66000366210938,False,XLK,15min,Sector ETF
2025-12-09,10:00:00,long,147.6699981689453,147.47000122070312,146.9600067138672,275389.0,1.15,148.0399932861328,True,XLK,15min,Sector ETF
2025-12-10,14:45:00,long,149.0500030517578,147.69000244140625,147.24009704589844,444435.0,1.88,148.75999450683594,True,XLK,15min,Sector ETF
2025-12-11,11:15:00,short,145.91000366210938,147.05999755859375,146.36000061035156,208277.0,0.46,148.0,False,XLK,15min,Sector ETF
2025-12-12,10:00:00,short,145.77000427246094,146.94000244140625,146.6199951171875,677805.0,1.98,143.7100067138672,True,XLK,15min,Sector ETF
2025-12-15,09:45:00,short,143.2100067138672,144.6300048828125,144.15170288085938,907052.0,1.76,142.30499267578125,True,XLK,15min,Sector ETF
2025-12-16,13:00:00,short,141.72000122070312,142.44000244140625,141.77000427246094,383849.0,0.92,142.52999877929688,False,XLK,15min,Sector ETF
2025-12-17,09:45:00,short,142.38999938964844,142.83999633789062,142.52000427246094,889349.0,1.91,139.3699951171875,True,XLK,15min,Sector ETF
2025-12-18,12:15:00,short,141.16000366210938,142.22000122070312,141.74000549316406,422293.0,0.69,141.52000427246094,True,XLK,15min,Sector ETF
2025-12-19,09:45:00,long,144.1898956298828,143.4600067138672,142.57000732421875,1043240.0,2.31,144.6199951171875,True,XLK,15min,Sector ETF
2025-12-23,11:30:00,long,145.42999267578125,145.25999450683594,144.64999389648438,228952.0,0.73,145.9199981689453,True,XLK,15min,Sector ETF
2025-12-24,11:00:00,long,146.28500366210938,146.0850067138672,145.67999267578125,149443.0,0.56,146.35000610351562,True,XLK,15min,Sector ETF
2025-12-26,14:00:00,long,146.83999633789062,146.8000030517578,146.49000549316406,99189.0,0.61,146.52000427246094,False,XLK,15min,Sector ETF
2025-12-29,14:30:00,long,145.8350067138672,145.69000244140625,145.0399932861328,286340.0,1.03,145.91000366210938,True,XLK,15min,Sector ETF
2025-12-30,10:15:00,short,145.58999633789062,146.0500030517578,145.77499389648438,230168.0,0.62,145.42999267578125,True,XLK,15min,Sector ETF
2025-12-31,09:45:00,short,145.10000610351562,145.8000030517578,145.47000122070312,404390.0,1.82,143.9600067138672,True,XLK,15min,Sector ETF
2026-01-02,10:30:00,short,145.3699951171875,146.13999938964844,145.61000061035156,855934.0,1.6,144.27999877929688,True,XLK,15min,Sector ETF
2026-01-05,09:45:00,short,145.22999572753906,146.38999938964844,145.65499877929688,1477628.0,2.75,144.64999389648438,True,XLK,15min,Sector ETF
2026-01-06,10:00:00,long,146.1199951171875,145.39999389648438,145.08999633789062,1392709.0,2.19,146.67999267578125,True,XLK,15min,Sector ETF
2026-01-07,10:45:00,long,147.0399932861328,146.5850067138672,146.0399932861328,429366.0,0.81,146.52000427246094,False,XLK,15min,Sector ETF
2026-01-08,09:45:00,short,144.00999450683594,145.92999267578125,145.1699981689453,1756430.0,3.42,144.22999572753906,True,XLK,15min,Sector ETF
2026-01-09,10:15:00,long,145.38499450683594,144.55999755859375,144.1199951171875,1220558.0,1.96,146.14999389648438,True,XLK,15min,Sector ETF
2026-01-12,10:15:00,long,146.36500549316406,146.05999755859375,145.0500030517578,568895.0,1.18,146.77999877929688,True,XLK,15min,Sector ETF
2026-01-13,10:15:00,short,146.22500610351562,147.0800018310547,146.60000610351562,697777.0,1.32,146.5,True,XLK,15min,Sector ETF
2026-01-14,10:30:00,short,144.41000366210938,145.85499572753906,145.02000427246094,908077.0,1.25,144.6999969482422,True,XLK,15min,Sector ETF
2026-01-15,14:00:00,short,146.4499969482422,147.2100067138672,146.83999633789062,330764.0,0.48,145.4600067138672,True,XLK,15min,Sector ETF
2026-01-16,10:00:00,short,145.7949981689453,146.9499969482422,146.47000122070312,655680.0,1.22,145.61000061035156,True,XLK,15min,Sector ETF
2026-01-20,13:30:00,short,142.32000732421875,143.84500122070312,142.89999389648438,630458.0,0.86,141.88999938964844,True,XLK,15min,Sector ETF
2026-01-21,10:00:00,long,143.2899932861328,142.85000610351562,142.24000549316406,893527.0,1.15,143.8300018310547,True,XLK,15min,Sector ETF
2026-01-22,09:45:00,short,144.58999633789062,145.6999969482422,145.13999938964844,1106948.0,1.03,144.91000366210938,True,XLK,15min,Sector ETF
2026-01-23,10:15:00,long,145.31809997558594,144.6999969482422,144.02000427246094,547776.0,1.16,145.0800018310547,True,XLK,15min,Sector ETF
2026-01-26,09:45:00,long,146.22999572753906,145.50999450683594,144.88999938964844,852446.0,1.54,146.10000610351562,True,XLK,15min,Sector ETF
2026-01-27,10:00:00,long,148.11000061035156,147.83999633789062,147.2899932861328,831943.0,2.04,148.08999633789062,True,XLK,15min,Sector ETF
2026-01-28,11:45:00,short,148.7050018310547,149.6999969482422,148.8699951171875,378624.0,0.63,149.1999969482422,False,XLK,15min,Sector ETF
2026-01-29,09:45:00,short,146.07000732421875,147.92999267578125,147.2550048828125,1447167.0,1.93,146.83999633789062,True,XLK,15min,Sector ETF
2026-01-30,11:15:00,short,145.22999572753906,146.3699951171875,145.72999572753906,523064.0,0.71,143.8800048828125,True,XLK,15min,Sector ETF
2026-02-02,10:00:00,long,145.82000732421875,144.66000366210938,143.49000549316406,793575.0,1.08,145.27999877929688,True,XLK,15min,Sector ETF
2026-02-03,09:45:00,short,142.55999755859375,145.97000122070312,144.75,1930375.0,2.93,142.0399932861328,True,XLK,15min,Sector ETF
2026-02-04,11:00:00,short,138.8300018310547,140.99000549316406,139.6699981689453,1780476.0,1.21,138.08999633789062,True,XLK,15min,Sector ETF
2026-02-05,10:15:00,short,135.6199951171875,137.41000366210938,136.60000610351562,1987418.0,1.11,135.60000610351562,True,XLK,15min,Sector ETF
2026-02-06,09:45:00,long,138.9949951171875,138.89999389648438,137.4199981689453,2560327.0,1.81,141.05999755859375,True,XLK,15min,Sector ETF
2026-02-09,09:45:00,long,141.97000122070312,140.8800048828125,139.91000366210938,2367176.0,1.9,143.30999755859375,True,XLK,15min,Sector ETF
2026-02-10,13:30:00,short,143.0800018310547,144.14999389648438,143.38999938964844,817332.0,0.89,142.5399932861328,True,XLK,15min,Sector ETF
2026-02-11,10:00:00,short,142.3699951171875,144.7550048828125,143.8800048828125,1098460.0,1.5,142.92999267578125,True,XLK,15min,Sector ETF
2026-02-12,10:00:00,short,142.61000061035156,143.42999267578125,143.07000732421875,1429080.0,2.03,139.1699981689453,True,XLK,15min,Sector ETF
2026-02-13,11:45:00,long,140.14999389648438,139.92999267578125,139.02000427246094,755354.0,0.64,139.5800018310547,False,XLK,15min,Sector ETF
2026-02-17,10:00:00,short,137.4499969482422,139.14999389648438,138.0,1177721.0,1.1,139.5,False,XLK,15min,Sector ETF
2026-02-18,10:00:00,long,141.35000610351562,140.0800018310547,139.3800048828125,752280.0,1.01,140.9199981689453,True,XLK,15min,Sector ETF
2026-02-19,12:45:00,short,139.44500732421875,140.35000610351562,139.8300018310547,442129.0,0.8,140.19000244140625,False,XLK,15min,Sector ETF
2026-02-20,09:45:00,long,140.38999938964844,139.89999389648438,138.97999572753906,717221.0,1.49,140.89999389648438,True,XLK,15min,Sector ETF
2026-02-23,10:30:00,short,139.3300018310547,140.64999389648438,139.86000061035156,473416.0,0.87,138.5500030517578,True,XLK,15min,Sector ETF
2026-02-24,09:45:00,long,139.69000244140625,139.33999633789062,138.19000244140625,1258268.0,1.91,140.3000030517578,True,XLK,15min,Sector ETF
2026-02-25,09:45:00,long,142.75,141.74000549316406,141.2100067138672,841798.0,1.83,143.01499938964844,True,XLK,15min,Sector ETF
2026-02-26,10:00:00,short,140.80999755859375,143.00999450683594,142.1999969482422,1108054.0,1.97,140.99000549316406,True,XLK,15min,Sector ETF
2026-02-27,10:15:00,long,139.32000732421875,138.9199981689453,138.07000732421875,482711.0,0.8,138.74000549316406,False,XLK,15min,Sector ETF
2026-03-02,10:00:00,long,138.81500244140625,138.27999877929688,136.57000732421875,1346282.0,1.98,139.52000427246094,True,XLK,15min,Sector ETF
2026-03-03,10:30:00,short,135.56500244140625,136.74000549316406,136.10000610351562,2285646.0,2.01,137.46499633789062,False,XLK,15min,Sector ETF
2025-12-04,12:00:00,long,145.4199981689453,145.27499389648438,144.63999938964844,287988.0,0.8,145.52999877929688,True,XLK,30min,Sector ETF
2025-12-08,14:00:00,short,147.1300048828125,148.3800048828125,147.36000061035156,271781.0,0.53,147.66000366210938,False,XLK,30min,Sector ETF
2025-12-09,10:00:00,long,147.8350067138672,147.47000122070312,146.9600067138672,446325.0,0.79,148.0399932861328,True,XLK,30min,Sector ETF
2025-12-10,15:00:00,long,148.97019958496094,147.69000244140625,147.24009704589844,725837.0,1.51,148.75999450683594,True,XLK,30min,Sector ETF
2025-12-11,13:30:00,long,147.5399932861328,147.05999755859375,146.36000061035156,348201.0,0.54,148.0,True,XLK,30min,Sector ETF
2025-12-12,10:00:00,short,144.98500061035156,146.94000244140625,146.6199951171875,1325128.0,1.61,143.7100067138672,True,XLK,30min,Sector ETF
2025-12-15,10:00:00,short,142.25999450683594,144.6300048828125,144.15170288085938,1428668.0,1.41,142.30499267578125,True,XLK,30min,Sector ETF
2025-12-16,15:30:00,long,142.52999877929688,142.44000244140625,141.77000427246094,1846810.0,2.62,142.52999877929688,True,XLK,30min,Sector ETF
2025-12-17,10:00:00,short,142.19509887695312,142.83999633789062,142.52000427246094,1159542.0,1.32,139.3699951171875,True,XLK,30min,Sector ETF
2025-12-19,10:00:00,long,143.7899932861328,143.4600067138672,142.57000732421875,1280098.0,1.14,144.6199951171875,True,XLK,30min,Sector ETF
2025-12-23,11:30:00,long,145.61000061035156,145.25999450683594,144.64999389648438,445726.0,0.56,145.9199981689453,True,XLK,30min,Sector ETF
2025-12-24,11:00:00,long,146.26499938964844,146.0850067138672,145.67999267578125,285430.0,0.49,146.35000610351562,True,XLK,30min,Sector ETF
2025-12-29,14:30:00,long,145.97500610351562,145.69000244140625,145.0399932861328,608046.0,1.26,145.91000366210938,True,XLK,30min,Sector ETF
2025-12-30,15:00:00,short,145.5749969482422,146.0500030517578,145.77499389648438,400106.0,0.75,145.42999267578125,True,XLK,30min,Sector ETF
2025-12-31,10:00:00,short,145.0399932861328,145.8000030517578,145.47000122070312,553185.0,0.95,143.9600067138672,True,XLK,30min,Sector ETF
