ticker,date,time,direction,entry_price,exit_price,ko_level,orb_high,orb_low,outcome,exit_time,underlying_move_pct,turbo_pnl_sek,confluence,vwap_confirmed,trend_aligned,category,vol_ratio,vol_spike
XLV,2025-12-04,09:40:00,short,154.3000030517578,153.9199981689453,154.76290306091306,155.02999877929688,154.6649932861328,close,,0.24627665281706612,410.4610880284435,True,False,False,Sector ETF,1.13,False
XLU,2025-12-04,09:40:00,long,43.970001220703125,43.83809121704102,43.83809121704102,43.775001525878906,43.647499084472656,ko,2025-12-04 12:00,-0.29999999999999366,-500.0,False,True,True,Sector ETF,0.74,False
XLRE,2025-12-04,09:40:00,long,41.279998779296875,41.15615878295898,41.15615878295898,41.099998474121094,40.939998626708984,ko,2025-12-04 09:50,-0.3000000000000044,-500.0,True,True,False,Sector ETF,0.47,False
GLD,2025-12-04,09:40:00,short,386.17999267578125,387.33853265380856,387.33853265380856,387.3800048828125,386.5899963378906,ko,2025-12-04 11:05,-0.29999999999999033,-500.0,True,True,False,Commodity,0.54,False
SLV,2025-12-04,09:40:00,short,51.69499969482422,51.850084693908684,51.850084693908684,52.36000061035156,52.13999938964844,ko,2025-12-04 12:50,-0.2999999999999859,-500.0,False,True,False,Commodity,1.1,False
CEG,2025-12-04,09:40:00,long,366.73199462890625,365.63179864501956,365.63179864501956,361.0,358.5,ko,2025-12-04 09:45,-0.29999999999999283,-500.0,True,True,True,XLU holding,1.13,False
DUK,2025-12-04,09:40:00,long,119.20999908447266,118.85236908721924,118.85236908721924,118.75,118.36000061035156,ko,2025-12-04 10:45,-0.29999999999999466,-500.0,False,True,False,XLU holding,0.61,False
EQIX,2025-12-04,09:40:00,long,735.0349731445312,732.8298682250977,732.8298682250977,731.9099731445312,722.0999755859375,ko,2025-12-04 09:50,-0.2999999999999943,-500.0,False,True,False,XLRE holding,0.39,False
GEV,2025-12-04,09:40:00,long,613.8699951171875,629.2949829101562,612.028385131836,611.0,602.9000244140625,close,,2.5127450300000618,4187.908383333436,True,True,True,XLI holding,1.07,False
JNJ,2025-12-04,09:40:00,short,204.11000061035156,202.47999572753906,204.7223306121826,204.86000061035156,204.1999969482422,close,,0.7985913859871074,1330.9856433118457,True,False,False,XLV holding,0.69,False
MA,2025-12-04,09:40:00,short,551.3624877929688,542.280029296875,553.0165752563476,559.0,556.0,close,,1.6472753763952335,2745.4589606587224,False,True,True,XLF holding,0.7,False
MRK,2025-12-04,09:40:00,short,101.19000244140625,101.49357244873046,101.49357244873046,102.5999984741211,101.63999938964844,ko,2025-12-04 09:55,-0.29999999999999244,-500.0,False,True,False,XLV holding,0.58,False
NVDA,2025-12-04,09:40:00,long,181.875,181.329375,181.329375,181.3800048828125,180.3300018310547,ko,2025-12-04 09:45,-0.3000000000000006,-500.0,True,False,True,XLK holding,0.65,False
PLD,2025-12-04,09:40:00,long,130.36000061035156,129.9689206085205,129.9689206085205,129.75,128.89999389648438,ko,2025-12-04 09:50,-0.30000000000000154,-500.0,True,True,True,XLRE holding,0.54,False
SO,2025-12-04,09:40:00,long,88.25,87.98525,87.98525,87.87999725341797,87.58999633789062,ko,2025-12-04 10:50,-0.3000000000000073,-500.0,False,True,False,XLU holding,1.13,False
VZ,2025-12-04,09:40:00,long,41.21500015258789,41.09135515213013,41.09135515213013,41.11000061035156,40.814998626708984,ko,2025-12-04 10:20,-0.2999999999999993,-500.0,True,True,True,XLC holding,0.74,False
WELL,2025-12-04,09:40:00,long,204.14999389648438,203.53754391479492,203.53754391479492,202.44000244140625,201.06500244140625,ko,2025-12-04 14:35,-0.2999999999999991,-500.0,False,True,True,XLRE holding,0.86,False
WMB,2025-12-04,09:40:00,long,61.83000183105469,63.66999816894531,61.64451182556152,61.54999923706055,61.18000030517578,close,,2.975895654860663,4959.826091434438,True,True,True,XLE holding,0.97,False
INTC,2025-12-04,09:45:00,short,42.58000183105469,42.70774183654785,42.70774183654785,43.28010177612305,42.81999969482422,ko,2025-12-04 09:50,-0.2999999999999881,-500.0,False,True,False,Stock,0.43,False
AMZN,2025-12-04,09:45:00,short,229.21099853515625,229.10000610351562,229.8986315307617,232.69000244140625,229.91000366210938,close,,0.04842369360543623,80.7061560090604,True,True,False,Stock,0.79,False
CPER,2025-12-04,09:45:00,short,32.744998931884766,32.84323392868042,32.84323392868042,32.900001525878906,32.79999923706055,ko,2025-12-04 10:15,-0.29999999999999827,-500.0,False,True,False,Commodity,0.52,False
AAPL,2025-12-04,09:45:00,short,281.9601135253906,280.6499938964844,282.80599386596674,284.7300109863281,283.1600036621094,close,,0.4646471490331107,774.4119150551846,False,True,False,XLK holding,0.73,False
AEP,2025-12-04,09:45:00,long,118.3550033569336,117.99993834686279,117.99993834686279,118.25499725341797,117.6500015258789,ko,2025-12-04 13:45,-0.30000000000000154,-500.0,False,True,True,XLU holding,0.57,False
AMT,2025-12-04,09:45:00,long,177.76499938964844,177.2317043914795,177.2317043914795,177.0,175.39999389648438,ko,2025-12-04 09:50,-0.2999999999999976,-500.0,True,True,False,XLRE holding,0.68,False
BA,2025-12-04,09:45:00,short,200.55580139160156,201.15746879577634,201.15746879577634,202.88999938964844,201.1999969482422,ko,2025-12-04 14:35,-0.29999999999998583,-500.0,False,True,False,XLI holding,0.6,False
GE,2025-12-04,09:45:00,long,292.1000061035156,291.2237060852051,291.2237060852051,290.25,287.6600036621094,ko,2025-12-04 09:50,-0.29999999999999444,-500.0,False,True,True,XLI holding,0.74,False
GOOG,2025-12-04,09:45:00,short,316.69000244140625,317.64007244873045,317.64007244873045,321.5400085449219,317.3800048828125,ko,2025-12-04 10:05,-0.2999999999999941,-500.0,False,True,False,XLC holding,0.64,False
GOOGL,2025-12-04,09:45:00,short,315.7850036621094,316.7323586730957,316.7323586730957,320.7200012207031,316.5,ko,2025-12-04 10:05,-0.29999999999999555,-500.0,False,True,False,XLC holding,0.78,False
MSFT,2025-12-04,09:45:00,short,476.92999267578125,478.36078265380854,478.36078265380854,481.3219909667969,478.6449890136719,ko,2025-12-04 09:50,-0.2999999999999891,-500.0,True,True,False,XLK holding,0.71,False
MU,2025-12-04,09:45:00,short,225.6260986328125,226.3029769287109,226.3029769287109,230.39999389648438,226.22000122070312,ko,2025-12-04 09:50,-0.2999999999999855,-500.0,True,False,False,XLK holding,0.66,False
TSLA,2025-12-04,09:45:00,long,453.385009765625,452.0248547363281,452.0248547363281,450.8800048828125,445.8500061035156,ko,2025-12-04 09:55,-0.30000000000000354,-500.0,True,True,True,XLY holding,0.68,False
V,2025-12-04,09:45:00,short,329.05999755859375,327.0400085449219,330.0471775512695,332.3800048828125,330.75,close,,0.6138664768306235,1023.1107947177059,True,True,True,XLF holding,0.63,False
XLB,2025-12-04,09:50:00,short,44.290000915527344,44.2400016784668,44.42287091827392,44.505001068115234,44.345001220703125,close,,0.11289057581170193,188.1509596861699,True,True,False,Sector ETF,0.76,False
XLY,2025-12-04,09:50:00,short,119.19000244140625,119.0999984741211,119.54757244873045,119.79499816894531,119.28500366210938,close,,0.07551301740211153,125.85502900351919,False,True,False,Sector ETF,0.73,False
XLC,2025-12-04,09:50:00,short,115.20999908447266,115.55562908172607,115.55562908172607,116.03569793701172,115.27999877929688,ko,2025-12-04 12:15,-0.29999999999999405,-500.0,False,False,False,Sector ETF,0.68,False
LIN,2025-12-04,09:50:00,short,406.989990234375,403.7300109863281,408.2109602050781,408.7300109863281,407.3299865722656,close,,0.8009974019679298,1334.9956699465495,False,True,True,XLB holding,0.42,False
LLY,2025-12-04,09:50:00,short,1021.8400268554688,1014.27001953125,1024.905546936035,1032.625,1027.39501953125,close,,0.7408211779992709,1234.701963332118,True,True,False,XLV holding,1.06,False
UNH,2025-12-04,09:50:00,short,335.6600036621094,333.510009765625,336.6669836730957,341.260009765625,338.3800048828125,close,,0.6405272814835147,1067.545469139191,False,True,True,XLV holding,0.75,False
SPG,2025-12-04,09:55:00,long,183.17999267578125,182.6304526977539,182.6304526977539,182.8000030517578,182.1699981689453,ko,2025-12-04 11:30,-0.3000000000000058,-500.0,False,True,True,XLRE holding,0.46,False
PM,2025-12-04,10:00:00,short,149.97500610351562,148.57000732421875,150.42493112182615,151.39999389648438,150.3249969482422,close,,0.9368219517371568,1561.3699195619279,True,True,True,XLP holding,1.13,False
RTX,2025-12-04,10:00:00,long,170.47999572753906,171.35000610351562,169.96855574035644,170.17999267578125,168.64999389648438,close,,0.5103298907673672,850.5498179456121,False,True,True,XLI holding,0.72,False
TJX,2025-12-04,10:00:00,long,150.8249969482422,150.37252195739745,150.37252195739745,150.6649932861328,150.08999633789062,ko,2025-12-04 12:05,-0.30000000000000543,-500.0,False,True,True,XLY holding,0.93,False
CAT,2025-12-04,10:05:00,long,593.64501953125,599.219970703125,591.8640844726563,592.3699951171875,587.0001220703125,close,,0.9391051871835893,1565.1753119726488,True,True,True,XLI holding,0.67,False
HD,2025-12-04,10:05:00,short,354.239990234375,351.1600036621094,355.3027102050781,357.510009765625,355.010009765625,close,,0.869463261397399,1449.1054356623317,False,True,True,XLY holding,0.75,False
JPM,2025-12-04,10:10:00,long,316.42999267578125,315.4807026977539,315.4807026977539,315.8599853515625,313.0,ko,2025-12-04 15:00,-0.30000000000000704,-500.0,True,True,True,Stock,0.36,False
PPLT,2025-12-04,10:10:00,long,150.46499633789062,150.01360134887696,150.01360134887696,149.74000549316406,148.6436004638672,ko,2025-12-04 11:30,-0.299999999999995,-500.0,False,True,True,Commodity,0.51,False
ABBV,2025-12-04,10:10:00,long,230.6750030517578,229.98297804260253,229.98297804260253,230.5,229.24000549316406,ko,2025-12-04 10:25,-0.300000000000006,-500.0,True,True,True,XLV holding,0.55,False
AVGO,2025-12-04,10:10:00,long,381.1600036621094,380.01652365112307,380.01652365112307,380.32501220703125,376.57000732421875,ko,2025-12-04 11:00,-0.299999999999995,-500.0,False,True,True,XLK holding,0.45,False
PG,2025-12-04,10:10:00,short,146.30999755859375,145.3699951171875,146.7489275512695,147.35000610351562,146.4949951171875,close,,0.6424731440719222,1070.7885734532038,True,True,True,XLP holding,0.82,False
XLP,2025-12-04,10:15:00,short,78.44000244140625,78.45999908447266,78.67532244873045,78.91000366210938,78.58000183105469,close,,-0.025492914895487804,-42.48819149247967,False,True,False,Sector ETF,0.29,False
XLI,2025-12-04,10:20:00,long,154.91000366210938,155.0,154.44527365112305,154.55499267578125,154.10499572753906,close,,0.058095885199851614,96.82647533308602,True,True,True,Sector ETF,0.72,False
COST,2025-12-04,10:20:00,short,894.0399780273438,895.8989868164062,896.7220979614257,906.8499755859375,897.280029296875,close,,-0.20793351916592293,-346.5558652765382,True,True,True,XLP holding,0.76,False
CVX,2025-12-04,10:25:00,short,151.52000427246094,151.9745642852783,151.9745642852783,152.8800048828125,151.75,ko,2025-12-04 13:00,-0.2999999999999805,-500.0,False,True,False,XLE holding,0.73,False
SHW,2025-12-04,10:25:00,short,338.0299987792969,339.04408877563475,339.04408877563475,340.6600036621094,338.5,ko,2025-12-04 10:35,-0.29999999999999477,-500.0,True,True,True,XLB holding,1.27,False
XOM,2025-12-04,10:25:00,short,117.33201599121094,117.13999938964844,117.68401203918455,118.33999633789062,117.44000244140625,close,,0.16365235007713794,272.75391679522994,False,True,False,XLE holding,0.48,False
BRK-B,2025-12-04,10:30:00,short,503.7850036621094,503.29998779296875,505.29635867309565,506.3500061035156,504.3699951171875,close,,0.09627437609594411,160.4572934932402,True,True,False,XLF holding,0.77,False
XLK,2025-12-04,10:40:00,long,145.41070556640625,144.97447344970703,144.97447344970703,145.27499389648438,144.63999938964844,ko,2025-12-04 11:00,-0.29999999999999816,-500.0,True,True,True,Sector ETF,0.82,False
FCX,2025-12-04,10:40:00,long,44.349998474121094,44.21694847869873,44.21694847869873,44.25,43.81999969482422,ko,2025-12-04 10:45,-0.29999999999999527,-500.0,True,True,True,XLB holding,1.62,False
NEE,2025-12-04,10:40:00,short,84.05000305175781,84.30215306091307,84.30215306091307,84.79000091552734,84.25,ko,2025-12-04 10:50,-0.2999999999999819,-500.0,False,True,False,XLU holding,1.11,False
XLE,2025-12-04,10:45:00,short,45.817501068115234,45.95495357131958,45.95495357131958,46.10499954223633,45.85499954223633,ko,2025-12-04 11:05,-0.29999999999999555,-500.0,False,True,False,Sector ETF,0.94,False
KO,2025-12-04,10:50:00,short,70.75499725341797,70.44999694824219,70.96726224517822,71.28500366210938,70.80999755859375,close,,0.43106539045346026,718.4423174224338,True,True,False,XLP holding,0.43,False
CRH,2025-12-04,10:55:00,long,120.55999755859375,120.19831756591798,120.19831756591798,120.19999694824219,119.55000305175781,ko,2025-12-04 11:40,-0.2999999999999948,-500.0,False,True,True,XLB holding,0.7,False
NFLX,2025-12-04,11:05:00,short,102.20999908447266,102.51662908172607,102.51662908172607,103.58000183105469,102.5999984741211,ko,2025-12-04 12:05,-0.2999999999999919,-500.0,True,True,True,Stock,0.72,False
COP,2025-12-04,11:10:00,long,92.73500061035156,93.13999938964844,92.45679560852051,92.58999633789062,91.63500213623047,close,,0.4367269926471181,727.8783210785301,True,True,False,XLE holding,1.02,False
NEM,2025-12-04,11:15:00,long,90.37000274658203,90.7301025390625,90.09889273834229,89.94999694824219,88.6500015258789,close,,0.3984727028174052,664.1211713623419,False,True,True,XLB holding,0.52,False
SLB,2025-12-04,11:20:00,long,37.93109893798828,38.13999938964844,37.817305641174315,37.880001068115234,37.40999984741211,close,,0.5507366185242286,917.8943642070477,True,True,True,XLE holding,0.68,False
MCD,2025-12-04,11:35:00,short,308.0799865722656,308.5199890136719,309.0042265319824,313.79998779296875,308.5249938964844,close,,-0.1428208454245176,-238.034742374196,False,True,False,XLY holding,0.9,False
META,2025-12-04,12:15:00,long,669.114990234375,667.1076452636719,667.1076452636719,667.0599975585938,661.5700073242188,ko,2025-12-04 12:30,-0.29999999999999866,-500.0,True,True,False,Stock,1.11,False
WMT,2025-12-04,13:20:00,long,114.36499786376953,114.83999633789062,114.02190287017822,114.25499725341797,113.25,close,,0.4153355335929856,692.2258893216426,True,True,True,XLP holding,0.66,False
XLF,2025-12-04,14:20:00,short,53.51499938964844,53.654998779296875,53.675544387817375,53.900001525878906,53.56999969482422,close,,-0.261607757161851,-436.01292860308496,False,True,False,Sector ETF,1.9,False
BAC,2025-12-04,15:25:00,short,54.099998474121094,54.150001525878906,54.26229846954345,54.619998931884766,54.209999084472656,close,,-0.09242708533851737,-154.0451422308623,False,True,False,XLF holding,0.82,False
XLF,2025-12-05,09:40:00,long,53.7599983215332,53.66999816894531,53.5987183265686,53.564998626708984,53.45000076293945,close,,-0.16741100334417547,-279.0183389069591,True,True,True,Sector ETF,1.42,False
XLE,2025-12-05,09:40:00,long,46.33000183105469,46.191011825561525,46.191011825561525,46.27000045776367,46.02899932861328,ko,2025-12-05 15:30,-0.29999999999999766,-500.0,True,False,True,Sector ETF,1.95,False
XLP,2025-12-05,09:40:00,long,78.51499938964844,78.44999694824219,78.27945439147949,78.4000015258789,78.2300033569336,close,,-0.08278983877164756,-137.9830646194126,False,True,False,Sector ETF,0.94,False
XLC,2025-12-05,09:40:00,long,116.67500305175781,117.125,116.32497804260254,116.38999938964844,115.94000244140625,close,,0.38568411096811017,642.8068516135169,True,True,True,Sector ETF,1.75,False
JPM,2025-12-05,09:40:00,long,317.375,316.422875,316.422875,316.2300109863281,315.1400146484375,ko,2025-12-05 10:50,-0.3000000000000075,-500.0,True,True,True,Stock,1.29,False
NFLX,2025-12-05,09:40:00,long,102.44000244140625,102.13268243408203,102.13268243408203,100.7300033569336,97.73999786376953,ko,2025-12-05 09:45,-0.30000000000000315,-500.0,False,True,False,Stock,1.65,False
PPLT,2025-12-05,09:40:00,long,150.32000732421875,149.8690473022461,149.8690473022461,149.9346923828125,149.50010681152344,ko,2025-12-05 10:15,-0.30000000000000393,-500.0,False,True,True,Commodity,0.44,False
BA,2025-12-05,09:40:00,long,202.2104949951172,201.60386351013184,201.60386351013184,201.6999969482422,200.77999877929688,ko,2025-12-05 09:50,-0.2999999999999956,-500.0,True,True,True,XLI holding,0.91,False
BAC,2025-12-05,09:40:00,long,54.314998626708984,54.15205363082886,54.15205363082886,54.0,53.7400016784668,ko,2025-12-05 11:10,-0.2999999999999956,-500.0,True,True,True,XLF holding,0.88,False
CEG,2025-12-05,09:40:00,short,365.19000244140625,366.2855724487304,366.2855724487304,370.0,366.1300048828125,ko,2025-12-05 09:45,-0.29999999999998667,-500.0,False,False,False,XLU holding,2.01,True
COP,2025-12-05,09:40:00,long,93.23999786376953,93.69000244140625,92.96027787017822,92.94989776611328,92.08170318603516,close,,0.48263040320336387,804.3840053389398,True,True,False,XLE holding,0.9,False
COST,2025-12-05,09:40:00,long,900.6799926757812,897.977952697754,897.977952697754,898.3800048828125,896.0,ko,2025-12-05 12:20,-0.2999999999999952,-500.0,False,True,False,XLP holding,0.95,False
KO,2025-12-05,09:40:00,long,70.58000183105469,70.36826182556152,70.36826182556152,70.44000244140625,70.22239685058594,ko,2025-12-05 11:40,-0.3000000000000074,-500.0,False,True,True,XLP holding,0.69,False
